Name,Link,Prize Pool,Buy In,Top Prize,Max Entries,Entries,Cash Line,Winner,Winning Score,Week
"NFL $500K Power Sweep [3 Entry Max, $100K to 1st]",Contest,500000.0,150.0,100000,3,3704,170.08,howz219,237.7,Week 9
NFL $400K Slant,Contest,400000.0,9.0,40000,150,52288,167.48,Dorn,244.24,Week 9
$10M Fantasy Football World Championship MEGAQualifier #81-85,Contest,313055.5,5425.0,1000,2,65,193.34,Awesemo,223.0,Week 9
NFL $200K Three-Point Stance [5 Entry Max],Contest,200000.0,33.0,25000,5,7068,167.84,JIMMYJ723,231.74,Week 9
NFL $200K First Down,Contest,200000.0,1.0,10000,20,237813,147.32,dexter07,232.62,Week 9
"NFL $200K Spy [Single Entry, $30K to 1st]",Contest,200000.0,100.0,30000,1,2223,171.34,Psully8,227.14,Week 9
NFL MASSIVE $25 Double Up,Contest,150000.0,25.0,50,150,6897,152.48,PEDY15,238.54,Week 9
NFL $150K Fair Catch [Single Entry],Contest,150000.0,12.0,15000,1,14706,166.08,chiefs259,243.24,Week 9
NFL MASSIVE $25 Double Up [Single Entry],Contest,150000.0,25.0,50,1,6897,152.88,2btexan,228.74,Week 9
NFL $150K Week 9 Special [$30K to 1st],Contest,150000.0,20.0,30000,150,8824,163.64,eastone101,240.04,Week 9
NFL $125K Checkdown Pass [3 Entry Max],Contest,125000.0,777.0,20000,3,179,167.4,benbeka1,211.04,Week 9
NFL MASSIVE $5 Double Up,Contest,125000.0,5.0,10,150,28736,151.7,purpleacecards,225.14,Week 9
NFL $102K Game Changer [Single Entry],Contest,102000.0,1500.0,25000,1,73,168.74,ebeimfohr,193.34,Week 9
NFL $100K Thunderdome [Single Entry],Contest,100000.0,5300.0,40000,1,21,163.28,JEREMYHEIN,196.54,Week 9
NFL $100K Juke [3 Entry Max],Contest,100000.0,400.0,20000,3,278,168.72,clippers89,217.44,Week 9
NFL MASSIVE $50 Double Up [Single Entry],Contest,100000.0,50.0,100,1,2273,153.08,heypook,233.54,Week 9
NFL MASSIVE $5 Double Up,Contest,100000.0,5.0,10,150,22989,151.6,rjs83,232.44,Week 9
NFL MASSIVE $100 Double Up [Single Entry],Contest,100000.0,100.0,200,1,1112,152.48,geoffo18,222.84,Week 9
NFL $100K Power Sweep [3 Entry Max],Contest,100000.0,150.0,15000,3,741,165.16,dukedog71,227.64,Week 9
NFL $100K Red Zone [Single Entry],Contest,100000.0,50.0,10000,1,2273,167.94,nicholasrinaldi,225.54,Week 9
NFL $100K Nickel [3 Entry Max],Contest,100000.0,5.0,10000,3,23782,162.76,rjs83,232.44,Week 9
NFL $100K Pylon [Single Entry],Contest,100000.0,3.0,10000,1,39636,162.14,redshoes3030,248.04,Week 9
"NFL $100K Spy [Single Entry, $10K to 1st]",Contest,100000.0,100.0,10000,1,1112,166.64,Spanky33,226.64,Week 9
NFL GIANT $250 Double Up [Single Entry],Contest,75000.0,250.0,500,1,334,152.48,smartalec82,205.74,Week 9
NFL GIANT $10 Double Up,Contest,75000.0,10.0,20,150,8621,152.34,tecmo27 | tecmo27 | tecmo27 | tecmo27 | tecmo27 | tecmo27 | tecmo27 | tecmo27 | tecmo27 | tecmo27 | tecmo27 | tecmo27 | tecmo27 | tecmo27 | tecmo27 | tecmo27 | tecmo27,219.04,Week 9
"NFL $75K Super Booster [Top 75 Win $1,000]",Contest,75000.0,27.0,1000,97,3240,196.14,youdacao,223.94,Week 9
NFL $75K Flea Flicker,Contest,75000.0,5.0,7500,150,17836,162.52,abo21,237.82,Week 9
$10M Fantasy Football World Championship Qualifier #89,Contest,71811.1,500.0,1000,5,160,183.34,robocles,205.82,Week 9
$10M Fantasy Football World Championship Qualifier #86,Contest,70096.1,5.0,1000,150,16670,182.74,sportsfan882,230.24,Week 9
$10M Fantasy Football World Championship Qualifier #87,Contest,68991.1,16.0,1000,150,5073,184.04,youdacao,223.94,Week 9
$10M Fantasy Football World Championship Qualifier #88,Contest,68111.1,150.0,1000,16,535,190.84,Awesemo,223.0,Week 9
$10M Fantasy Football World Championship Qualifier #90,Contest,65311.1,1100.0,1000,2,69,197.24,shawnzhan,199.44,Week 9
$10M Fantasy Football World Championship Qualifier #91,Contest,62611.1,5600.0,1000,1,14,184.24,cubsfan333,184.24,Week 9
NFL $60K Play-Action [$10K to 1st],Contest,60000.0,3.0,10000,20,23782,162.44,drdenturedds,235.54,Week 9
NFL GIANT $5 Double Up [Single Entry],Contest,50000.0,5.0,10,1,11495,152.48,Ntexhorn,229.94,Week 9
NFL GIANT $25 Double Up,Contest,50000.0,25.0,50,68,2299,148.68,msj212,210.34,Week 9
NFL GIANT $25 Double Up [Single Entry],Contest,50000.0,25.0,50,1,2299,152.48,kennym1,224.04,Week 9
NFL GIANT $10 Double Up [Single Entry],Contest,50000.0,10.0,20,1,5748,153.24,justyjoe,230.84,Week 9
NFL $50K Week 9 Special [$10K to 1st],Contest,50000.0,20.0,10000,88,2942,161.7,slippman,226.9,Week 9
NFL $50K Engage Eight [3 Entry Max],Contest,50000.0,8.0,5000,3,7353,166.02,JasonAaronSherman15,230.94,Week 9
NFL $50K Mini-MAX [150 Max Entry],Contest,50000.0,0.5,5000,150,118907,165.4,theincog,245.04,Week 9
"NFL GIANT $2,120 50-50",Contest,40000.0,2120.0,4000,1,21,143.68,ChicagoZues,173.32,Week 9
"NFL GIANT $1,060 50-50",Contest,40000.0,1060.0,2000,1,41,146.58,wagnerr13,185.98,Week 9
NFL $40K Quarter Jukebox [Just $0.25!],Contest,40000.0,0.25,1500,20,190250,160.74,Mshapi9,247.14,Week 9
NFL $36K Touchdown,Contest,36000.0,200.0,7500,6,201,164.58,dukedog71,240.14,Week 9
NFL GIANT $530 50-50,Contest,35000.0,530.0,1000,2,71,149.98,bigmel911,183.74,Week 9
NFL GIANT $100 Double Up,Contest,35000.0,100.0,200,11,389,148.58,courtad22,201.04,Week 9
NFL $35K Hot Route,Contest,35000.0,100.0,5000,11,389,163.64,Awesemo,223.0,Week 9
NFL $35K Chop Block [$5K to 1st],Contest,35000.0,50.0,5000,23,796,166.0,Awesemo,223.0,Week 9
NFL $35K Hail Mary,Contest,35000.0,12.0,3000,102,3432,161.58,lozingitall,229.54,Week 9
NFL GIANT $50 Double Up,Contest,35000.0,50.0,100,23,796,148.58,DaBearsOch8Och8,209.6,Week 9
NFL GIANT $2 Double Up,Contest,30000.0,2.0,4,20,17242,152.18,YoungTank3,247.74,Week 9
NFL $30K Stiff Arm [Single Entry],Contest,30000.0,555.0,7500,1,61,168.04,seelew4,191.14,Week 9
NFL $30K Spin Move [Single Entry],Contest,30000.0,300.0,5000,1,112,165.9,rtgroupmia,216.22,Week 9
NFL $30K Fair Catch [Single Entry],Contest,30000.0,12.0,3000,1,2942,164.48,ThaigerWoods,231.34,Week 9
NFL GIANT $5 Double Up [Single Entry],Contest,25000.0,5.0,10,1,5748,152.48,MartyG615,232.04,Week 9
NFL GIANT $25 Double Up [Single Entry],Contest,25000.0,25.0,50,1,1150,150.88,GridIronMetalHead,218.14,Week 9
NFL GIANT $25 Double Up [Single Entry],Contest,25000.0,25.0,50,1,1150,151.88,dgoggin85,210.28,Week 9
NFL GIANT $25 Double Up [Single Entry],Contest,25000.0,25.0,50,1,1150,152.48,superbowlhomeboy,218.24,Week 9
NFL GIANT $250 Double Up [Single Entry],Contest,25000.0,250.0,500,1,112,150.32,courtad22,201.04,Week 9
NFL GIANT $100 Double Up [Single Entry],Contest,25000.0,100.0,200,1,278,152.48,superbowlhomeboy,218.24,Week 9
NFL GIANT $10 Double Up [Single Entry],Contest,25000.0,10.0,20,1,2874,152.68,Knafelc,223.94,Week 9
NFL GIANT $10 Double Up,Contest,25000.0,10.0,20,86,2874,146.32,ejtuck1,220.64,Week 9
NFL $25K Three-Point Stance [3 Entry Max],Contest,25000.0,33.0,2500,3,884,166.7,jlacomb17,225.94,Week 9
NFL $25K Power Sweep [3 Entry Max],Contest,25000.0,150.0,5000,3,186,163.8,eimiller1,208.14,Week 9
NFL $25K Red Zone [Single Entry],Contest,25000.0,50.0,3000,1,569,167.94,tfamularo,220.14,Week 9
NFL $25K Blind Side [Single Entry],Contest,25000.0,27.0,2500,1,1080,167.28,zb5150,219.34,Week 9
NFL GIANT $50 Double Up [Single Entry],Contest,25000.0,50.0,100,1,569,152.48,superbowlhomeboy,218.24,Week 9
NFL $20K Week 9 Special [$5K to 1st],Contest,20000.0,20.0,5000,35,1177,160.84,mike121068,234.84,Week 9
NFL $20K Super Booster [Top 200 Win $100],Contest,20000.0,4.0,100,20,5883,194.34,Los2nice4ya,239.94,Week 9
NFL $20K Singleback [3 Entry Max],Contest,20000.0,1.0,1500,3,23782,164.34,widowmaker72,240.74,Week 9
NFL $20K First Down [20 Entry Max],Contest,20000.0,1.0,1500,20,23782,161.04,TheDeadline,242.94,Week 9
NFL $20K Mini-MAX [150 Max Entry],Contest,20000.0,0.5,1500,150,47563,166.84,theincog,245.04,Week 9
FINAL STRETCH: NFL $1M King of the Beach Double Qualifier #136-137,Contest,15975.0,280.0,0,2,68,195.44,Bonuscash,208.34,Week 9
NFL Single Entry $5 Double Up,Contest,15000.0,5.0,10,1,3449,150.42,looney32,223.74,Week 9
NFL $15K Play-Action [20 Entry Max],Contest,15000.0,3.0,1000,20,5946,159.28,RyanTheTemp13,235.34,Week 9
NFL $15K Spy [Single Entry],Contest,15000.0,100.0,2500,1,167,162.14,nmk0493,208.84,Week 9
NFL $15K Safety,Contest,15000.0,2.0,1500,20,8918,165.34,snake42069,234.74,Week 9
NFL $15K Post Pattern,Contest,15000.0,8.0,1000,65,2206,158.04,slippman,226.9,Week 9
NFL $15K Play-Action [20 Entry Max],Contest,15000.0,3.0,1000,20,5946,158.94,lmichanco,233.44,Week 9
NFL $15K Fair Catch [Single Entry],Contest,15000.0,12.0,1500,1,1471,162.64,gthomas3,223.84,Week 9
NFL $14.2K Luxury Box [Single Entry],Contest,14200.0,1500.0,7500,1,11,161.94,mohit1984,200.3,Week 9
$2.5M Sports Betting National Championship Qualifier [$1M to 1st],Contest,13600.0,225.0,0,2,61,182.04,Awesemo,223.0,Week 9
$2.5M Sports Betting National Championship Qualifier [$1M to 1st],Contest,13130.0,27.0,0,17,568,194.04,American-Dream,225.24,Week 9
NFL $25 Double Up,Contest,12000.0,25.0,50,16,552,152.48,brentham,216.2,Week 9
NFL BIG 10x Booster [Top 500 Win $20],Contest,10000.0,2.0,20,20,5883,178.74,Dfitzpatrick0,225.94,Week 9
NFL Fantasy Football Millionaire SUPERSatellite [500x],Contest,10000.0,1.0,0,20,11891,187.24,kingsamie,241.24,Week 9
NFL Single Entry $2 Double Up,Contest,10000.0,2.0,4,1,5748,152.22,mc11,229.74,Week 9
NFL Single Entry $100 Double Up,Contest,10000.0,100.0,200,1,112,152.48,slurob,226.94,Week 9
NFL Single Entry $10 Double Up,Contest,10000.0,10.0,20,1,1150,149.88,jphyman77,217.14,Week 9
NFL Single Entry $25 Double Up,Contest,10000.0,25.0,50,1,460,152.48,Cmilt13,208.84,Week 9
NFL Single Entry $100 Double Up,Contest,10000.0,100.0,200,1,112,148.34,mightymite45,200.64,Week 9
NFL $10K Three-Point Stance [3 Entry Max],Contest,10000.0,33.0,1000,3,354,161.64,slippman,226.9,Week 9
NFL $10K Red Zone [Single Entry],Contest,10000.0,50.0,1000,1,228,163.94,nickpascar,212.84,Week 9
NFL $10K Engage Eight [3 Entry Max],Contest,10000.0,8.0,1500,3,1471,168.44,ThaigerWoods,231.34,Week 9
NFL $10K Blind Side [Single Entry],Contest,10000.0,27.0,1000,1,432,167.92,jjdraftkingz15,215.74,Week 9
NFL $10K Daily Dollar [Single Entry],Contest,10000.0,1.0,500,1,11891,162.22,stlposcar05,229.74,Week 9
NFL $9.25K Power Sweep,Contest,9250.0,150.0,2000,2,69,158.7,Wojo29,220.64,Week 9
FINAL STRETCH: NFL $1M King of the Beach Qualifier #131,Contest,8597.5,20.0,0,5,506,183.94,nicholasrinaldi,225.54,Week 9
FINAL STRETCH: NFL $1M King of the Beach Qualifier #130,Contest,8597.5,20.0,0,5,506,188.04,nicholasrinaldi,225.54,Week 9
FINAL STRETCH: NFL $1M King of the Beach Qualifier #128,Contest,8557.5,4.0,0,5,2544,188.4,allicat1970,217.14,Week 9
FINAL STRETCH: NFL $1M King of the Beach Qualifier #132,Contest,8537.5,100.0,0,3,101,190.04,gkirchner82,201.68,Week 9
FINAL STRETCH: NFL $1M King of the Beach Qualifier #129,Contest,8537.5,12.0,0,5,838,190.44,lionsjunkie1,221.94,Week 9
FINAL STRETCH: NFL $1M King of the Beach Qualifier #135,Contest,8537.5,100.0,0,3,101,180.54,goska214,213.24,Week 9
FINAL STRETCH: NFL $1M King of the Beach Qualifier #133,Contest,8537.5,100.0,0,3,101,186.58,genesullivan22,204.94,Week 9
FINAL STRETCH: NFL $1M King of the Beach Qualifier #134,Contest,8537.5,100.0,0,3,101,188.48,BRORANNOSAURUS_FLEX,213.54,Week 9
NFL $8K Stiff Arm [Single Entry],Contest,8000.0,555.0,3500,1,17,157.74,JackParkman,191.02,Week 9
NFL $7.5K Spy [Single Entry],Contest,7500.0,100.0,1000,1,84,166.94,coachguru,194.44,Week 9
NFL $6.9K Touchdown [Single Entry],Contest,6900.0,200.0,2000,1,39,165.48,clippers89,206.68,Week 9
NFL $6.5K Hot Route [2 Entry Max],Contest,6500.0,100.0,1200,2,73,163.28,tfamularo,218.34,Week 9
NFL Single Entry $50 Double Up,Contest,6000.0,50.0,100,1,137,149.5,courtad22,201.04,Week 9
NFL Single Entry $50 Double Up,Contest,6000.0,50.0,100,1,137,149.78,ncasca,206.44,Week 9
NFL $6K Hail Mary,Contest,6000.0,12.0,600,17,589,161.68,sunshinebui,223.54,Week 9
NFL $10 Double Up,Contest,6000.0,10.0,20,20,690,150.34,mikestutz620,214.64,Week 9
"NFL $5,600 FFWC Qualifier Satellite",Contest,5600.0,565.0,0,1,12,184.34,killjoy84,184.34,Week 9
NFL Single Entry $50 Double Up,Contest,5000.0,50.0,100,1,114,153.12,RobbieEastSide,214.84,Week 9
NFL Single Entry $50 Double Up,Contest,5000.0,50.0,100,1,114,158.3,jstill22,204.62,Week 9
NFL Single Entry $25 Double Up,Contest,5000.0,25.0,50,1,230,152.48,RocKrusherz,202.08,Week 9
NFL $5K Singleback [3 Entry Max],Contest,5000.0,1.0,250,3,5946,162.16,Bherring32,235.4,Week 9
NFL $5K Quarter Jukebox [Just $0.25!],Contest,5000.0,0.25,250,20,23782,161.32,kingsamie | kingsamie | kingsamie,241.24,Week 9
NFL $5K Singleback [3 Entry Max],Contest,5000.0,1.0,250,3,5946,163.6,ThaigerWoods,231.34,Week 9
NFL $5K Hail Mary,Contest,5000.0,12.0,750,14,491,168.7,slippman,226.9,Week 9
NFL $5K Quarter Jukebox [Just $0.25!],Contest,5000.0,0.25,250,20,23782,160.9,oneeyedwilley1,241.12,Week 9
NFL $5K First Down [20 Entry Max],Contest,5000.0,1.0,250,20,5946,159.9,capnbucko,228.08,Week 9
NFL $5K Fair Catch [Single Entry],Contest,5000.0,12.0,500,1,491,164.44,jpenner22,219.24,Week 9
NFL $5K Blind Side [Single Entry],Contest,5000.0,27.0,750,1,216,161.62,Windsor8484,222.84,Week 9
NFL $5K Chop Block [3 Entry Max],Contest,5000.0,50.0,750,3,114,161.34,tfamularo,220.14,Week 9
NFL Single Entry $50 Double Up,Contest,5000.0,50.0,100,1,114,144.5,courtad22,201.04,Week 9
NFL $25 Double Up,Contest,5000.0,25.0,50,6,230,150.08,forgetaboutit23,209.84,Week 9
Casual NFL $5K Front Four,Contest,5000.0,4.0,500,10,1487,162.38,Young4045,236.44,Week 9
NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],Contest,3250000.0,20.0,1000000,150,191177,149.72,BearDown247,248.2,Week 10
NFL $1.5M Fourth Down Conversion [$300K to 1st],Contest,1500000.0,4444.0,300000,11,376,155.62,ChipotleAddict,224.2,Week 10
NFL $1.25M Play-Action [$100K to 1st],Contest,1250000.0,3.0,100000,20,495442,146.44,paydirtman,255.0,Week 10
NFL $1M Wildcat [$200K to 1st],Contest,1000000.0,333.0,200000,100,3337,156.22,papagates,253.9,Week 10
"NFL $500K Power Sweep [3 Entry Max, $100K to 1st]",Contest,500000.0,150.0,100000,3,3704,150.66,ChipotleAddict,224.2,Week 10
NFL $400K Veterans Day Slant,Contest,400000.0,9.0,40000,150,52288,154.16,Mtime15,245.2,Week 10
NFL $200K Luxury Box [$50K to 1st],Contest,200000.0,2120.0,50000,3,101,154.46,youdacao,222.0,Week 10
NFL $200K First Down,Contest,200000.0,1.0,10000,20,237813,146.32,Jersey7905,246.34,Week 10
"NFL $200K Spy [Single Entry, $30K to 1st]",Contest,200000.0,100.0,30000,1,2223,150.82,Jgise9,211.4,Week 10
NFL $200K Three-Point Stance [5 Entry Max],Contest,200000.0,33.0,25000,5,7068,149.3,johnmtyl,227.96,Week 10
NFL $175K Fair Catch [Single Entry],Contest,175000.0,12.0,15000,1,17157,146.96,tigger09,239.2,Week 10
NFL MASSIVE $25 Double Up,Contest,150000.0,25.0,50,150,6897,139.84,Gkchase,224.2,Week 10
NFL MASSIVE $25 Double Up [Single Entry],Contest,150000.0,25.0,50,1,6897,129.66,mike3193,215.72,Week 10
$10M Fantasy Football World Championship Double Qualifier #99-100,Contest,127722.2,1100.0,1000,4,113,185.66,Donnyandtherese,211.9,Week 10
NFL $125K Checkdown Pass [3 Entry Max],Contest,125000.0,777.0,20000,3,179,152.54,ChipotleAddict,224.2,Week 10
NFL MASSIVE $5 Double Up,Contest,125000.0,5.0,10,150,28736,133.56,TopGun2,224.1,Week 10
NFL $102K Game Changer [Single Entry],Contest,102000.0,1500.0,25000,1,73,152.52,shocae,174.32,Week 10
NFL MASSIVE $100 Double Up [Single Entry],Contest,100000.0,100.0,200,1,1112,128.12,jeffdenning820,202.7,Week 10
NFL MASSIVE $50 Double Up [Single Entry],Contest,100000.0,50.0,100,1,2273,129.1,44Deeznuts,203.6,Week 10
NFL MASSIVE $250 Double Up [Single Entry],Contest,100000.0,250.0,500,1,445,130.04,Schneefhead,198.72,Week 10
NFL MASSIVE $5 Double Up,Contest,100000.0,5.0,10,150,22989,135.86,unclebuck1963,231.9,Week 10
NFL $100K Juke [3 Entry Max],Contest,100000.0,400.0,20000,3,278,156.82,ChipotleAddict,224.2,Week 10
NFL $100K Red Zone [Single Entry],Contest,100000.0,50.0,10000,1,2273,147.22,Dinkpiece,220.9,Week 10
NFL $100K Power Sweep [3 Entry Max],Contest,100000.0,150.0,15000,3,741,152.9,aharper34,226.86,Week 10
"NFL $100K Spy [Single Entry, $10K to 1st]",Contest,100000.0,100.0,10000,1,1112,144.94,db730,215.52,Week 10
NFL $100K Nickel [3 Entry Max],Contest,100000.0,5.0,10000,3,23782,145.44,bsinger1416,246.7,Week 10
NFL $80K Pylon [Single Entry],Contest,80000.0,3.0,5000,1,31709,147.96,johnmtyl,227.96,Week 10
NFL GIANT $10 Double Up,Contest,75000.0,10.0,20,150,8621,139.84,kevin32 | kevin32 | kevin32 | kevin32 | kevin32,210.32,Week 10
"NFL $75K Super Booster [Top 75 Win $1,000]",Contest,75000.0,27.0,1000,97,3240,184.74,ChipotleAddict,229.6,Week 10
NFL GIANT $10 Double Up [Single Entry],Contest,75000.0,10.0,20,1,8621,130.02,kurt3511,215.0,Week 10
NFL $75K Flea Flicker,Contest,75000.0,5.0,7500,150,17836,151.76,carchbo,234.4,Week 10
$10M Fantasy Football World Championship Qualifier #98,Contest,71811.1,500.0,1000,5,156,173.46,ChipotleAddict,224.2,Week 10
$10M Fantasy Football World Championship Qualifier #92,Contest,70096.1,5.0,1000,150,16041,173.24,goforit1018,240.0,Week 10
$10M Fantasy Football World Championship Qualifier #93,Contest,68991.1,16.0,1000,150,3927,177.62,jmajtyka39,239.04,Week 10
$10M Fantasy Football World Championship Qualifier #94,Contest,68961.1,33.0,1000,73,1930,175.52,ChipotleAddict,229.6,Week 10
$10M Fantasy Football World Championship Qualifier #97,Contest,68111.1,150.0,1000,16,469,181.52,ChipotleAddict,224.2,Week 10
$10M Fantasy Football World Championship Qualifier #95,Contest,67661.1,50.0,1000,47,1148,178.5,ChipotleAddict,229.6,Week 10
$10M Fantasy Football World Championship Qualifier #96,Contest,66011.1,75.0,1000,31,771,182.62,ChipotleAddict,229.6,Week 10
$10M Fantasy Football World Championship Qualifier #101,Contest,62611.1,5600.0,1000,1,14,158.6,CasBrM,158.6,Week 10
NFL GIANT $5 Double Up [Single Entry],Contest,50000.0,5.0,10,1,11495,130.2,BulldogAce,231.7,Week 10
NFL GIANT $25 Double Up,Contest,50000.0,25.0,50,68,2299,139.34,kevin32 | kevin32 | kevin32 | kevin32,210.32,Week 10
NFL GIANT $25 Double Up [Single Entry],Contest,50000.0,25.0,50,1,2299,128.96,stevengood1969,203.4,Week 10
NFL $50K Engage Eight [3 Entry Max],Contest,50000.0,8.0,5000,3,7353,147.94,IRONMAN13,234.4,Week 10
NFL $50K Mini-MAX [150 Max Entry],Contest,50000.0,0.5,5000,150,118907,151.5,wtfisachika,245.2,Week 10
"NFL GIANT $2,120 50-50",Contest,40000.0,2120.0,4000,1,21,130.22,shocae,178.04,Week 10
"NFL GIANT $1,060 50-50",Contest,40000.0,1060.0,2000,1,41,130.22,Cicima6709 | shocae,178.04,Week 10
NFL $40K Hail Mary,Contest,40000.0,12.0,4000,117,3922,152.86,ChipotleAddict,229.6,Week 10
NFL $40K Quarter Jukebox [Just $0.25!],Contest,40000.0,0.25,1500,20,190250,146.64,kcutts,245.0,Week 10
NFL $36K Touchdown,Contest,36000.0,200.0,7500,6,201,155.12,ChipotleAddict,224.2,Week 10
NFL GIANT $530 50-50,Contest,35000.0,530.0,1000,2,71,136.02,Cicima6709 | shocae | shocae,178.04,Week 10
NFL GIANT $50 Double Up,Contest,35000.0,50.0,100,23,796,137.9,kevin32 | kevin32,210.32,Week 10
NFL GIANT $100 Double Up,Contest,35000.0,100.0,200,11,389,135.52,Schneefhead,198.72,Week 10
NFL $35K Hot Route,Contest,35000.0,100.0,5000,11,389,153.14,ChipotleAddict,224.2,Week 10
NFL $35K Chop Block [$5K to 1st],Contest,35000.0,50.0,5000,23,796,157.82,ChipotleAddict,229.6,Week 10
NFL GIANT $2 Double Up,Contest,30000.0,2.0,4,20,17242,129.64,LuciousDiamond,229.96,Week 10
NFL $30K Spin Move [Single Entry],Contest,30000.0,300.0,5000,1,112,152.42,donkosaurus,202.94,Week 10
NFL $30K Blind Side [Single Entry],Contest,30000.0,27.0,3000,1,1296,150.3,johnmtyl,227.96,Week 10
NFL $30K Stiff Arm [Single Entry],Contest,30000.0,555.0,7500,1,61,151.72,shocae,174.32,Week 10
NFL GIANT $5 Double Up [Single Entry],Contest,25000.0,5.0,10,1,5748,129.5,dubbh031,215.0,Week 10
NFL GIANT $50 Double Up [Single Entry],Contest,25000.0,50.0,100,1,569,127.34,Drwolf50,195.5,Week 10
NFL GIANT $250 Double Up,Contest,25000.0,250.0,500,3,112,129.64,Schneefhead,198.72,Week 10
NFL GIANT $25 Double Up [Single Entry],Contest,25000.0,25.0,50,1,1150,128.24,Drwolf50,195.5,Week 10
NFL GIANT $250 Double Up [Single Entry],Contest,25000.0,250.0,500,1,112,130.42,Biesterfield,180.7,Week 10
NFL GIANT $10 Double Up,Contest,25000.0,10.0,20,86,2874,142.18,bultman22,204.52,Week 10
NFL GIANT $100 Double Up [Single Entry],Contest,25000.0,100.0,200,1,278,127.14,stevemorton,193.26,Week 10
NFL GIANT $10 Double Up [Single Entry],Contest,25000.0,10.0,20,1,2874,128.84,capnchaos2,214.34,Week 10
NFL $25K Singleback [3 Entry Max],Contest,25000.0,1.0,1500,3,29727,146.6,marshallwill1991,236.9,Week 10
NFL GIANT $25 Double Up [Single Entry],Contest,20000.0,25.0,50,1,920,130.54,ninerswin,218.1,Week 10
NFL $20K Super Booster [Top 200 Win $100],Contest,20000.0,4.0,100,20,5883,173.8,thearistocrats215,225.9,Week 10
NFL $20K Mini-MAX [150 Max Entry],Contest,20000.0,0.5,1500,150,47563,151.92,goforit1018,240.0,Week 10
NFL $20K Three-Point Stance [3 Entry Max],Contest,20000.0,33.0,2000,3,707,150.96,youdacao,222.0,Week 10
LAST SHOT: NFL $1M King of the Beach Double Qualifier #162-163,Contest,15975.0,280.0,0,2,63,173.8,chess_is_ok,188.66,Week 10
LAST SHOT: NFL $1M King of the Beach Double Qualifier #164-165,Contest,15975.0,280.0,0,2,65,191.04,donkosaurus,202.94,Week 10
LAST SHOT: NFL $1M King of the Beach Double Qualifier #160-161,Contest,15975.0,280.0,0,2,64,177.36,CasBrM,183.0,Week 10
NFL $15K Fair Catch [Single Entry],Contest,15000.0,12.0,1500,1,1471,146.74,conns55,218.0,Week 10
NFL $15K Safety,Contest,15000.0,2.0,1500,20,8918,147.86,flawless77,228.1,Week 10
NFL $15K Blind Side [Single Entry],Contest,15000.0,27.0,1500,1,648,145.32,bcarper24,216.2,Week 10
NFL $15K Red Zone [Single Entry],Contest,15000.0,50.0,1500,1,341,150.34,krazywayne,203.96,Week 10
NFL Single Entry $25 Double Up,Contest,15000.0,25.0,50,1,690,134.42,jerry0928,194.56,Week 10
$2.5M Sports Betting National Championship Qualifier [$1M to 1st],Contest,13600.0,225.0,0,2,52,159.46,felder15,199.94,Week 10
$2.5M Sports Betting National Championship Qualifier [$1M to 1st],Contest,13130.0,27.0,0,17,497,180.6,eddiedrama15,216.26,Week 10
NFL $12K Red Zone [Single Entry],Contest,12000.0,50.0,1200,1,273,144.36,samlodge1980,212.34,Week 10
NFL $1M Showdown Championship Qualifier #60,Contest,11400.0,195.0,0,2,44,172.96,maxgruber,184.0,Week 10
NFL BIG 10x Booster [Top 500 Win $20],Contest,10000.0,2.0,20,20,5883,163.46,thearistocrats215,225.9,Week 10
NFL Fantasy Football Millionaire SUPERSatellite [500x],Contest,10000.0,1.0,0,20,11891,174.72,jaytaylor412,242.8,Week 10
NFL Single Entry $25 Double Up,Contest,10000.0,25.0,50,1,460,132.6,TheBurgh,205.9,Week 10
NFL $10K Fair Catch [Single Entry],Contest,10000.0,12.0,1000,1,981,145.2,skydmarx,211.2,Week 10
NFL $10K Daily Dollar [Single Entry],Contest,10000.0,1.0,500,1,11891,144.82,holden711,222.14,Week 10
NFL $10K Spy [Single Entry],Contest,10000.0,100.0,1500,1,112,148.2,Bucovinas,203.86,Week 10
NFL $10K Power Sweep [2 Entry Max],Contest,10000.0,150.0,2000,2,75,144.04,actionschmidt,214.16,Week 10
NFL $10K First Down [20 Entry Max],Contest,10000.0,1.0,500,20,11891,146.6,dwsummerfield,231.76,Week 10
NFL Single Entry $5 Double Up,Contest,10000.0,5.0,10,1,2299,129.82,Micksa89,217.9,Week 10
NFL Single Entry $2 Double Up,Contest,10000.0,2.0,4,1,5748,129.6,mifa95678,214.92,Week 10
LAST SHOT: NFL $1M King of the Beach Qualifier #152,Contest,8597.5,20.0,0,5,506,176.76,ChipotleAddict,224.2,Week 10
LAST SHOT: NFL $1M King of the Beach Qualifier #154,Contest,8597.5,20.0,0,5,506,174.14,ChipotleAddict,224.2,Week 10
LAST SHOT: NFL $1M King of the Beach Qualifier #153,Contest,8597.5,20.0,0,5,434,175.3,ChipotleAddict,224.2,Week 10
LAST SHOT: NFL $1M King of the Beach Qualifier #150,Contest,8557.5,4.0,0,5,2128,169.46,dolfan6132,228.34,Week 10
LAST SHOT: NFL $1M King of the Beach Qualifier #155,Contest,8537.5,100.0,0,3,89,173.44,chess_is_ok,204.4,Week 10
LAST SHOT: NFL $1M King of the Beach Qualifier #156,Contest,8537.5,100.0,0,3,84,178.5,ChipotleAddict,195.9,Week 10
