player,pos,age,game_date,league_id,team,game_location,opp,game_result,game_num,week_num,game_day_of_week,sacks,tackles_solo,tackles_assists,tackles_combined,tackles_loss,qb_hits
Danny Shelton,DL,25.062,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,0.0,1,0,1,0,0
Eric Rowe,DB,26.018,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,0.0,2,0,2,0,0
Elandon Roberts,LB,24.182,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,0.0,1,1,2,0,1
Derek Rivers,DE,24.165,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,0.0,1,0,1,0,0
Jason McCourty,LCB,31.069,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,0.0,2,0,2,0,0
Devin McCourty,S,31.069,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,0.0,4,0,4,0,0
Brandon King,LB,25.135,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,0.0,1,1,2,0,0
Jonathan Jones,DB,25.031,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,0.0,2,0,2,0,1
J.C. Jackson,DB,22.338,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,0.0,1,0,1,0,0
Chris Hogan,WR,30.362,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,0.0,1,0,1,0,0
Dont'a Hightower,LB,28.223,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,0.0,4,0,4,0,0
Duron Harmon,S,27.270,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,0.0,1,0,1,0,0
Lawrence Guy,DT,28.218,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,0.0,3,0,3,0,0
Nicholas Grigsby,LB,26.111,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,0.0,1,0,1,0,0
Stephon Gilmore,RCB,28.032,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,0.0,1,0,1,0,0
Trey Flowers,LDE,25.066,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,0.0,1,1,2,0,0
Keion Crossen,DB,22.187,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,0.0,2,0,2,0,0
Adrian Clayborn,DE,30.107,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,1.0,2,0,2,1,1
Patrick Chung,S,31.063,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,0.0,7,0,7,0,1
Malcom Brown,DT,24.261,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,0.0,3,0,3,0,0
Kerry Wynn,DL,27.252,2018-10-22,NFL,NYG,@,ATL,L 20-23,7,7,Mon,1.0,1,0,1,1,1
B.W. Webb,CB,28.172,2018-10-22,NFL,NYG,@,ATL,L 20-23,7,7,Mon,1.0,1,1,2,1,1
Olivier Vernon,WILL,28.015,2018-10-22,NFL,NYG,@,ATL,L 20-23,7,7,Mon,0.0,2,0,2,0,0
Dalvin Tomlinson,DL,24.236,2018-10-22,NFL,NYG,@,ATL,L 20-23,7,7,Mon,0.0,3,1,4,0,0
Michael Thomas,S,28.219,2018-10-22,NFL,NYG,@,ATL,L 20-23,7,7,Mon,0.0,1,0,1,0,0
Curtis Riley,FS,26.096,2018-10-22,NFL,NYG,@,ATL,L 20-23,7,7,Mon,0.0,6,1,7,0,0
Alec Ogletree,LB,27.027,2018-10-22,NFL,NYG,@,ATL,L 20-23,7,7,Mon,0.0,3,1,4,0,1
Kareem Martin,SAM,26.245,2018-10-22,NFL,NYG,@,ATL,L 20-23,7,7,Mon,0.0,2,1,3,1,0
Janoris Jenkins,RCB,29.358,2018-10-22,NFL,NYG,@,ATL,L 20-23,7,7,Mon,0.0,5,0,5,1,0
B.J. Hill,DL,23.185,2018-10-22,NFL,NYG,@,ATL,L 20-23,7,7,Mon,0.0,4,0,4,1,0
Damon Harrison,DL,29.327,2018-10-22,NFL,NYG,@,ATL,L 20-23,7,7,Mon,0.0,1,2,3,0,0
B.J. Goodson,ILB,25.176,2018-10-22,NFL,NYG,@,ATL,L 20-23,7,7,Mon,0.0,1,1,2,0,0
Tae Davis,LB,22.069,2018-10-22,NFL,NYG,@,ATL,L 20-23,7,7,Mon,0.0,1,1,2,0,0
Landon Collins,SS,24.285,2018-10-22,NFL,NYG,@,ATL,L 20-23,7,7,Mon,0.0,7,1,8,0,0
Lorenzo Carter,LB,22.316,2018-10-22,NFL,NYG,@,ATL,L 20-23,7,7,Mon,1.0,1,0,1,1,1
Connor Barwin,LB,32.007,2018-10-22,NFL,NYG,@,ATL,L 20-23,7,7,Mon,0.0,1,0,1,0,0
Eli Apple,LCB,23.074,2018-10-22,NFL,NYG,@,ATL,L 20-23,7,7,Mon,0.0,5,1,6,0,0
Avery Williamson,ILB,26.226,2018-10-21,NFL,NYJ,,MIN,L 17-37,7,7,Sun,0.0,3,1,4,1,0
Darryl Roberts,CB,27.329,2018-10-21,NFL,NYJ,,MIN,L 17-37,7,7,Sun,0.0,10,1,11,2,0
Parry Nickerson,DB,24.010,2018-10-21,NFL,NYJ,,MIN,L 17-37,7,7,Sun,0.0,6,1,7,1,0
Doug Middleton,FS,25.026,2018-10-21,NFL,NYJ,,MIN,L 17-37,7,7,Sun,0.0,2,0,2,0,0
Steve McLendon,DL,32.291,2018-10-21,NFL,NYJ,,MIN,L 17-37,7,7,Sun,0.0,1,2,3,0,0
Darron Lee,ILB,24.003,2018-10-21,NFL,NYJ,,MIN,L 17-37,7,7,Sun,0.0,2,0,2,0,1
Jordan Jenkins,LB,24.112,2018-10-21,NFL,NYJ,,MIN,L 17-37,7,7,Sun,0.0,2,0,2,0,1
Neville Hewitt,LB,25.198,2018-10-21,NFL,NYJ,,MIN,L 17-37,7,7,Sun,0.0,1,1,2,0,0
Brandon Copeland,OLB,27.111,2018-10-21,NFL,NYJ,,MIN,L 17-37,7,7,Sun,1.0,3,2,5,2,2
Morris Claiborne,CB,28.256,2018-10-21,NFL,NYJ,,MIN,L 17-37,7,7,Sun,0.0,2,1,3,0,0
Trenton Cannon,RB,24.090,2018-10-21,NFL,NYJ,,MIN,L 17-37,7,7,Sun,0.0,2,0,2,0,0
Terrence Brooks,S,26.233,2018-10-21,NFL,NYJ,,MIN,L 17-37,7,7,Sun,0.0,2,0,2,1,0
Henry Anderson,DL,27.079,2018-10-21,NFL,NYJ,,MIN,L 17-37,7,7,Sun,0.0,2,0,2,1,0
Jamal Adams,SS,23.004,2018-10-21,NFL,NYJ,,MIN,L 17-37,7,7,Sun,0.0,6,3,9,3,0
Tre Sullivan,DB,23.304,2018-10-21,NFL,PHI,,CAR,L 17-21,7,7,Sun,0.0,1,1,2,0,0
Jalen Mills,CB,24.198,2018-10-21,NFL,PHI,,CAR,L 17-21,7,7,Sun,0.0,6,1,7,0,0
Dexter McDougle,CB,27.196,2018-10-21,NFL,PHI,,CAR,L 17-21,7,7,Sun,0.0,1,1,2,0,0
Avonte Maddox,S,22.204,2018-10-21,NFL,PHI,,CAR,L 17-21,7,7,Sun,0.0,2,1,3,0,0
Chris Long,DE,33.207,2018-10-21,NFL,PHI,,CAR,L 17-21,7,7,Sun,0.0,1,0,1,0,0
Malcolm Jenkins,S,30.305,2018-10-21,NFL,PHI,,CAR,L 17-21,7,7,Sun,0.0,5,2,7,0,0
Jordan Hicks,LB,26.116,2018-10-21,NFL,PHI,,CAR,L 17-21,7,7,Sun,0.0,4,4,8,1,0
Kamu Grugier-Hill,LB,24.158,2018-10-21,NFL,PHI,,CAR,L 17-21,7,7,Sun,0.0,1,1,2,0,0
Brandon Graham,DE,30.201,2018-10-21,NFL,PHI,,CAR,L 17-21,7,7,Sun,0.5,1,1,2,0,1
Shelton Gibson,WR,23.215,2018-10-21,NFL,PHI,,CAR,L 17-21,7,7,Sun,0.0,1,0,1,0,0
Ronald Darby,CB,24.292,2018-10-21,NFL,PHI,,CAR,L 17-21,7,7,Sun,0.0,4,0,4,0,0
Fletcher Cox,DT,27.312,2018-10-21,NFL,PHI,,CAR,L 17-21,7,7,Sun,0.0,1,1,2,0,1
Nigel Bradham,LB,29.047,2018-10-21,NFL,PHI,,CAR,L 17-21,7,7,Sun,0.0,5,1,6,0,0
Michael Bennett,DE,32.342,2018-10-21,NFL,PHI,,CAR,L 17-21,7,7,Sun,1.0,1,1,2,1,3
Derek Barnett,DE,22.118,2018-10-21,NFL,PHI,,CAR,L 17-21,7,7,Sun,0.0,1,0,1,1,1
Ahkello Witherspoon,LCB,23.214,2018-10-21,NFL,SFO,,LAR,L 10-39,7,7,Sun,0.0,2,0,2,0,0
K'Waun Williams,CB,27.101,2018-10-21,NFL,SFO,,LAR,L 10-39,7,7,Sun,0.0,4,0,4,0,0
Fred Warner,MIKE,21.336,2018-10-21,NFL,SFO,,LAR,L 10-39,7,7,Sun,0.0,5,4,9,0,0
Solomon Thomas,DL,22.305,2018-10-21,NFL,SFO,,LAR,L 10-39,7,7,Sun,0.0,3,2,5,1,0
Jaquiski Tartt,SS,26.251,2018-10-21,NFL,SFO,,LAR,L 10-39,7,7,Sun,0.0,6,1,7,1,0
Malcolm Smith,LB,29.108,2018-10-21,NFL,SFO,,LAR,L 10-39,7,7,Sun,0.0,2,0,2,0,0
D.J. Reed,DB,21.344,2018-10-21,NFL,SFO,,LAR,L 10-39,7,7,Sun,0.0,5,2,7,0,0
Raheem Mostert,RB,26.195,2018-10-21,NFL,SFO,,LAR,L 10-39,7,7,Sun,0.0,1,0,1,0,0
Earl Mitchell,LDT,31.026,2018-10-21,NFL,SFO,,LAR,L 10-39,7,7,Sun,0.0,3,0,3,0,0
Cassius Marsh,LDE,26.106,2018-10-21,NFL,SFO,,LAR,L 10-39,7,7,Sun,0.0,1,0,1,1,0
Greg Mabin,RCB,24.118,2018-10-21,NFL,SFO,,LAR,L 10-39,7,7,Sun,0.0,1,0,1,0,0
Elijah Lee,LB,22.255,2018-10-21,NFL,SFO,,LAR,L 10-39,7,7,Sun,0.0,1,0,1,0,0
Reuben Foster,WILL,24.200,2018-10-21,NFL,SFO,,LAR,L 10-39,7,7,Sun,0.0,2,0,2,0,0
Sheldon Day,DL,24.112,2018-10-21,NFL,SFO,,LAR,L 10-39,7,7,Sun,0.0,2,1,3,0,0
Adrian Colbert,FS,25.015,2018-10-21,NFL,SFO,,LAR,L 10-39,7,7,Sun,0.0,1,0,1,0,0
Garrett Celek,TE,30.145,2018-10-21,NFL,SFO,,LAR,L 10-39,7,7,Sun,0.0,1,0,1,0,0
DeForest Buckner,RDT,24.218,2018-10-21,NFL,SFO,,LAR,L 10-39,7,7,Sun,0.0,3,0,3,1,0
Ronald Blair,DL,25.271,2018-10-21,NFL,SFO,,LAR,L 10-39,7,7,Sun,0.0,1,1,2,1,0
Arik Armstead,RDE,24.340,2018-10-21,NFL,SFO,,LAR,L 10-39,7,7,Sun,1.0,5,0,5,1,3
Jordan Whitehead,S,21.217,2018-10-21,NFL,TAM,,CLE,W 26-23,6,7,Sun,0.0,3,0,3,0,0
Vita Vea,DT,23.258,2018-10-21,NFL,TAM,,CLE,W 26-23,6,7,Sun,0.0,1,0,1,0,0
Adarius Taylor,LB,28.030,2018-10-21,NFL,TAM,,CLE,W 26-23,6,7,Sun,1.0,5,2,7,1,1
M.J. Stewart,CB,23.035,2018-10-21,NFL,TAM,,CLE,W 26-23,6,7,Sun,0.0,4,1,5,0,0
Ryan Smith,CB,25.044,2018-10-21,NFL,TAM,,CLE,W 26-23,6,7,Sun,0.0,1,0,1,0,0
Jason Pierre-Paul,DE,29.293,2018-10-21,NFL,TAM,,CLE,W 26-23,6,7,Sun,1.0,3,0,3,1,1
Carl Nassib,DE,25.192,2018-10-21,NFL,TAM,,CLE,W 26-23,6,7,Sun,2.0,2,0,2,2,2
Isaiah Johnson,S,26.007,2018-10-21,NFL,TAM,,CLE,W 26-23,6,7,Sun,0.0,3,0,3,0,0
Brent Grimes,CB,35.094,2018-10-21,NFL,TAM,,CLE,W 26-23,6,7,Sun,0.0,2,1,3,0,0
William Gholston,DE,27.082,2018-10-21,NFL,TAM,,CLE,W 26-23,6,7,Sun,1.0,1,0,1,1,1
Justin Evans,S,23.056,2018-10-21,NFL,TAM,,CLE,W 26-23,6,7,Sun,0.0,5,3,8,0,0
Carlton Davis,CB,21.294,2018-10-21,NFL,TAM,,CLE,W 26-23,6,7,Sun,0.0,2,0,2,0,0
Lavonte David,WLB,28.271,2018-10-21,NFL,TAM,,CLE,W 26-23,6,7,Sun,0.0,7,1,8,2,0
Jack Cichy,LB,22.169,2018-10-21,NFL,TAM,,CLE,W 26-23,6,7,Sun,0.0,1,0,1,0,0
Devante Bond,LB,25.110,2018-10-21,NFL,TAM,,CLE,W 26-23,6,7,Sun,0.0,2,0,2,0,0
Antony Auclair,TE,25.146,2018-10-21,NFL,TAM,,CLE,W 26-23,6,7,Sun,0.0,1,0,1,0,0
Beau Allen,DT,26.341,2018-10-21,NFL,TAM,,CLE,W 26-23,6,7,Sun,0.0,2,0,2,1,0
Kwon Alexander,MLB,24.079,2018-10-21,NFL,TAM,,CLE,W 26-23,6,7,Sun,0.0,5,2,7,0,0
Zach Vigil,LB,27.207,2018-10-21,NFL,WAS,,DAL,W 20-17,6,7,Sun,0.0,1,0,1,0,0
D.J. Swearinger,FS,27.050,2018-10-21,NFL,WAS,,DAL,W 20-17,6,7,Sun,0.0,3,1,4,0,0
Greg Stroman,CB,22.227,2018-10-21,NFL,WAS,,DAL,W 20-17,6,7,Sun,0.0,4,0,4,0,0
Daron Payne,NT,21.147,2018-10-21,NFL,WAS,,DAL,W 20-17,6,7,Sun,0.0,1,3,4,0,1
Josh Norman,CB,30.310,2018-10-21,NFL,WAS,,DAL,W 20-17,6,7,Sun,0.0,5,0,5,0,0
Montae Nicholson,SS,22.321,2018-10-21,NFL,WAS,,DAL,W 20-17,6,7,Sun,0.0,2,0,2,0,0
Fabian Moreau,CB,24.195,2018-10-21,NFL,WAS,,DAL,W 20-17,6,7,Sun,0.0,3,2,5,0,0
Ryan Kerrigan,WLB,30.066,2018-10-21,NFL,WAS,,DAL,W 20-17,6,7,Sun,2.0,4,1,5,1,2
Danny Johnson,CB,22.338,2018-10-21,NFL,WAS,,DAL,W 20-17,6,7,Sun,0.0,1,0,1,0,0
Matthew Ioannidis,DL,24.283,2018-10-21,NFL,WAS,,DAL,W 20-17,6,7,Sun,0.0,1,0,1,0,0
Josh Harvey-Clemons,LB,24.243,2018-10-21,NFL,WAS,,DAL,W 20-17,6,7,Sun,0.0,1,1,2,0,0
Mason Foster,MLB,29.234,2018-10-21,NFL,WAS,,DAL,W 20-17,6,7,Sun,0.0,6,3,9,0,0
Deshazor Everett,S,26.241,2018-10-21,NFL,WAS,,DAL,W 20-17,6,7,Sun,0.0,1,0,1,0,0
Zach Brown,MLB,28.363,2018-10-21,NFL,WAS,,DAL,W 20-17,6,7,Sun,0.0,8,1,9,1,1
Ryan Anderson,LB,24.070,2018-10-21,NFL,WAS,,DAL,W 20-17,6,7,Sun,1.0,1,1,2,0,2
Jonathan Allen,DE,23.278,2018-10-21,NFL,WAS,,DAL,W 20-17,6,7,Sun,1.0,1,1,2,1,1
Kyle Williams,RDT,35.141,2018-10-29,NFL,BUF,,NWE,L 6-25,8,8,Mon,0.0,1,0,1,0,1
TreDavious White,RCB,23.286,2018-10-29,NFL,BUF,,NWE,L 6-25,8,8,Mon,0.0,6,2,8,0,0
Julian Stanford,LB,28.057,2018-10-29,NFL,BUF,,NWE,L 6-25,8,8,Mon,0.0,2,0,2,1,0
Jordan Poyer,FS,27.187,2018-10-29,NFL,BUF,,NWE,L 6-25,8,8,Mon,0.0,3,1,4,1,0
Jordan Phillips,DT,26.038,2018-10-29,NFL,BUF,,NWE,L 6-25,8,8,Mon,0.0,1,0,1,0,0
Harrison Phillips,DT,22.277,2018-10-29,NFL,BUF,,NWE,L 6-25,8,8,Mon,0.0,3,1,4,0,0
Matt Milano,RLB,24.093,2018-10-29,NFL,BUF,,NWE,L 6-25,8,8,Mon,0.0,5,2,7,1,0
Shaq Lawson,LDE,24.134,2018-10-29,NFL,BUF,,NWE,L 6-25,8,8,Mon,0.0,2,1,3,0,0
Taron Johnson,CB,22.094,2018-10-29,NFL,BUF,,NWE,L 6-25,8,8,Mon,0.0,1,1,2,0,0
Micah Hyde,SS,27.302,2018-10-29,NFL,BUF,,NWE,L 6-25,8,8,Mon,0.0,5,1,6,0,0
Ramon Humber,LB,31.080,2018-10-29,NFL,BUF,,NWE,L 6-25,8,8,Mon,0.0,1,0,1,0,0
Phillip Gaines,LCB,27.208,2018-10-29,NFL,BUF,,NWE,L 6-25,8,8,Mon,0.0,9,1,10,0,0
Tremaine Edmunds,MLB,20.180,2018-10-29,NFL,BUF,,NWE,L 6-25,8,8,Mon,0.0,6,2,8,1,0
Lorenzo Alexander,LLB,35.151,2018-10-29,NFL,BUF,,NWE,L 6-25,8,8,Mon,2.0,5,1,6,1,2
Shaq Thompson,SLB,24.190,2018-10-28,NFL,CAR,,BAL,W 36-21,7,8,Sun,0.0,6,7,13,0,0
Eric Reid,FS,26.322,2018-10-28,NFL,CAR,,BAL,W 36-21,7,8,Sun,1.0,4,3,7,1,1
Dontari Poe,DT,28.071,2018-10-28,NFL,CAR,,BAL,W 36-21,7,8,Sun,0.0,1,0,1,0,1
Captain Munnerlyn,CB,30.201,2018-10-28,NFL,CAR,,BAL,W 36-21,7,8,Sun,0.0,2,1,3,0,0
D.J. Moore,WR,21.197,2018-10-28,NFL,CAR,,BAL,W 36-21,7,8,Sun,0.0,1,0,1,0,0
David Mayo,LB,25.081,2018-10-28,NFL,CAR,,BAL,W 36-21,7,8,Sun,0.0,1,0,1,0,0
Kyle Love,NT,31.344,2018-10-28,NFL,CAR,,BAL,W 36-21,7,8,Sun,0.0,1,1,2,0,0
Luke Kuechly,MLB,27.191,2018-10-28,NFL,CAR,,BAL,W 36-21,7,8,Sun,0.0,4,1,5,0,2
Donte Jackson,RCB,22.354,2018-10-28,NFL,CAR,,BAL,W 36-21,7,8,Sun,1.0,2,1,3,1,1
Wes Horton,DE,28.315,2018-10-28,NFL,CAR,,BAL,W 36-21,7,8,Sun,0.0,1,1,2,0,0
Thomas Davis,WLB,35.220,2018-10-28,NFL,CAR,,BAL,W 36-21,7,8,Sun,0.0,1,4,5,0,0
Jermaine Carter,LB,23.287,2018-10-28,NFL,CAR,,BAL,W 36-21,7,8,Sun,0.0,1,0,1,0,0
James Bradberry,LCB,25.085,2018-10-28,NFL,CAR,,BAL,W 36-21,7,8,Sun,0.0,5,1,6,0,0
Mike Adams,S,37.218,2018-10-28,NFL,CAR,,BAL,W 36-21,7,8,Sun,0.0,3,0,3,0,0
Danny Trevathan,ILB,28.218,2018-10-28,NFL,CHI,,NYJ,W 24-10,7,8,Sun,0.0,5,2,7,0,0
Roquan Smith,LB,21.203,2018-10-28,NFL,CHI,,NYJ,W 24-10,7,8,Sun,0.0,4,1,5,1,0
Roy Robertson-Harris,DE,25.097,2018-10-28,NFL,CHI,,NYJ,W 24-10,7,8,Sun,0.0,4,0,4,1,0
Bilal Nichols,DE,22.044,2018-10-28,NFL,CHI,,NYJ,W 24-10,7,8,Sun,0.0,3,0,3,0,0
Eddie Jackson,S,25.322,2018-10-28,NFL,CHI,,NYJ,W 24-10,7,8,Sun,0.0,1,0,1,0,0
Isaiah Irving,LB,24.052,2018-10-28,NFL,CHI,,NYJ,W 24-10,7,8,Sun,0.0,1,1,2,0,0
Akiem Hicks,DT,28.346,2018-10-28,NFL,CHI,,NYJ,W 24-10,7,8,Sun,0.0,1,2,3,0,1
Eddie Goldman,NT,24.295,2018-10-28,NFL,CHI,,NYJ,W 24-10,7,8,Sun,0.0,2,2,4,0,0
Leonard Floyd,OLB,26.050,2018-10-28,NFL,CHI,,NYJ,W 24-10,7,8,Sun,0.0,2,0,2,0,0
Bryce Callahan,DB,27.005,2018-10-28,NFL,CHI,,NYJ,W 24-10,7,8,Sun,1.0,4,0,4,1,1
Jonathan Bullard,DE,25.006,2018-10-28,NFL,CHI,,NYJ,W 24-10,7,8,Sun,0.0,1,0,1,0,0
Ben Braunecker,TE,24.263,2018-10-28,NFL,CHI,,NYJ,W 24-10,7,8,Sun,0.0,1,0,1,0,0
Prince Amukamara,CB,29.144,2018-10-28,NFL,CHI,,NYJ,W 24-10,7,8,Sun,0.0,2,0,2,0,0
Adrian Amos,S,25.182,2018-10-28,NFL,CHI,,NYJ,W 24-10,7,8,Sun,0.0,1,2,3,0,0
Jordan Willis,DE,23.179,2018-10-28,NFL,CIN,,TAM,W 37-34,8,8,Sun,0.0,1,1,2,0,0
Shawn Williams,SS,27.168,2018-10-28,NFL,CIN,,TAM,W 37-34,8,8,Sun,0.0,5,2,7,0,0
Adolphus Washington,DT,23.338,2018-10-28,NFL,CIN,,TAM,W 37-34,8,8,Sun,1.0,1,2,3,1,2
Josh Tupou,DT,24.179,2018-10-28,NFL,CIN,,TAM,W 37-34,8,8,Sun,0.0,1,0,1,0,0
Darius Phillips,CB,23.124,2018-10-28,NFL,CIN,,TAM,W 37-34,8,8,Sun,0.0,5,0,5,0,0
Dre Kirkpatrick,LCB,29.002,2018-10-28,NFL,CIN,,TAM,W 37-34,8,8,Sun,0.0,5,0,5,0,0
Michael Johnson,RDE,31.263,2018-10-28,NFL,CIN,,TAM,W 37-34,8,8,Sun,0.5,2,3,5,0,1
William Jackson,RCB,26.001,2018-10-28,NFL,CIN,,TAM,W 37-34,8,8,Sun,0.0,3,0,3,0,0
Sam Hubbard,DE,23.121,2018-10-28,NFL,CIN,,TAM,W 37-34,8,8,Sun,1.0,3,2,5,1,1
Jordan Evans,WLB,23.274,2018-10-28,NFL,CIN,,TAM,W 37-34,8,8,Sun,1.5,7,4,11,0,2
Carlos Dunlap,LDE,29.242,2018-10-28,NFL,CIN,,TAM,W 37-34,8,8,Sun,2.0,4,1,5,3,3
Preston Brown,MLB,26.001,2018-10-28,NFL,CIN,,TAM,W 37-34,8,8,Sun,0.0,5,2,7,0,0
Andrew Billings,NT,23.236,2018-10-28,NFL,CIN,,TAM,W 37-34,8,8,Sun,0.0,2,0,2,1,0
Jessie Bates,FS,21.244,2018-10-28,NFL,CIN,,TAM,W 37-34,8,8,Sun,0.0,4,2,6,0,0
Anthony Zettel,DL,26.080,2018-10-28,NFL,CLE,@,PIT,L 18-33,8,8,Sun,0.0,1,0,1,1,0
Denzel Ward,CB,21.183,2018-10-28,NFL,CLE,@,PIT,L 18-33,8,8,Sun,0.0,5,2,7,1,0
Tanner Vallejo,LB,23.316,2018-10-28,NFL,CLE,@,PIT,L 18-33,8,8,Sun,0.0,1,1,2,0,0
Damarious Randall,S,26.060,2018-10-28,NFL,CLE,@,PIT,L 18-33,8,8,Sun,0.0,4,0,4,0,0
Brian Price,DT,24.126,2018-10-28,NFL,CLE,@,PIT,L 18-33,8,8,Sun,0.0,1,1,2,0,0
Jabrill Peppers,S,23.024,2018-10-28,NFL,CLE,@,PIT,L 18-33,8,8,Sun,0.0,3,1,4,0,0
Larry Ogunjobi,DT,24.147,2018-10-28,NFL,CLE,@,PIT,L 18-33,8,8,Sun,0.0,2,0,2,0,0
Emmanuel Ogbah,DE,24.356,2018-10-28,NFL,CLE,@,PIT,L 18-33,8,8,Sun,0.0,2,0,2,1,0
Christian Kirksey,MIKE,26.058,2018-10-28,NFL,CLE,@,PIT,L 18-33,8,8,Sun,0.0,5,2,7,0,0
Derrick Kindred,CB,24.317,2018-10-28,NFL,CLE,@,PIT,L 18-33,8,8,Sun,0.0,5,0,5,0,0
Dontrell Hilliard,RB,23.244,2018-10-28,NFL,CLE,@,PIT,L 18-33,8,8,Sun,0.0,1,0,1,0,0
Myles Garrett,DE,22.303,2018-10-28,NFL,CLE,@,PIT,L 18-33,8,8,Sun,1.0,1,0,1,1,1
Seth Devalve,TE,25.272,2018-10-28,NFL,CLE,@,PIT,L 18-33,8,8,Sun,0.0,1,0,1,0,0
Jamie Collins,SAM,29.008,2018-10-28,NFL,CLE,@,PIT,L 18-33,8,8,Sun,0.0,4,7,11,1,0
Trevon Coley,DT,24.107,2018-10-28,NFL,CLE,@,PIT,L 18-33,8,8,Sun,0.0,2,1,3,0,0
T.J. Carrie,DB,28.092,2018-10-28,NFL,CLE,@,PIT,L 18-33,8,8,Sun,0.0,7,0,7,0,0
Briean Boddy-Calhoun,DB,25.280,2018-10-28,NFL,CLE,@,PIT,L 18-33,8,8,Sun,0.0,2,1,3,0,0
Genard Avery,WILL,23.185,2018-10-28,NFL,CLE,@,PIT,L 18-33,8,8,Sun,0.0,1,0,1,0,0
Joe Walker,LB,25.321,2018-10-28,NFL,ARI,,SFO,W 18-15,8,8,Sun,0.0,1,0,1,0,0
Jamar Taylor,CB,28.029,2018-10-28,NFL,ARI,,SFO,W 18-15,8,8,Sun,0.0,2,0,2,0,0
Haason Reddick,SLB,24.036,2018-10-28,NFL,ARI,,SFO,W 18-15,8,8,Sun,0.0,2,0,2,1,1
Eddie Pleasant,DB,29.315,2018-10-28,NFL,ARI,,SFO,W 18-15,8,8,Sun,0.0,1,0,1,0,0
Olsen Pierre,DT,27.062,2018-10-28,NFL,ARI,,SFO,W 18-15,8,8,Sun,0.0,1,1,2,0,0
Robert Nkemdiche,DT,24.039,2018-10-28,NFL,ARI,,SFO,W 18-15,8,8,Sun,0.0,1,1,2,0,0
Zach Moore,DE,28.053,2018-10-28,NFL,ARI,,SFO,W 18-15,8,8,Sun,1.0,1,0,1,1,1
Benson Mayowa,DE,27.086,2018-10-28,NFL,ARI,,SFO,W 18-15,8,8,Sun,0.0,4,1,5,0,0
Gerald Hodges,LB,27.284,2018-10-28,NFL,ARI,,SFO,W 18-15,8,8,Sun,0.0,1,0,1,0,0
Rodney Gunter,DT,26.282,2018-10-28,NFL,ARI,,SFO,W 18-15,8,8,Sun,0.5,3,2,5,1,2
Markus Golden,DE,27.229,2018-10-28,NFL,ARI,,SFO,W 18-15,8,8,Sun,1.0,7,0,7,2,1
Dennis Gardeck,LB,24.080,2018-10-28,NFL,ARI,,SFO,W 18-15,8,8,Sun,0.0,1,0,1,0,0
Rudy Ford,S,23.361,2018-10-28,NFL,ARI,,SFO,W 18-15,8,8,Sun,0.0,1,0,1,0,0
Derrick Coleman,FB,28.010,2018-10-28,NFL,ARI,,SFO,W 18-15,8,8,Sun,0.0,1,0,1,0,0
Josh Bynes,MLB,29.065,2018-10-28,NFL,ARI,,SFO,W 18-15,8,8,Sun,0.0,4,1,5,1,1
Deone Bucannon,WLB,26.059,2018-10-28,NFL,ARI,,SFO,W 18-15,8,8,Sun,0.0,4,1,5,0,0
Antoine Bethea,FS,34.093,2018-10-28,NFL,ARI,,SFO,W 18-15,8,8,Sun,1.0,6,0,6,1,1
Bene Benwikere,CB,27.055,2018-10-28,NFL,ARI,,SFO,W 18-15,8,8,Sun,0.0,5,1,6,0,0
Budda Baker,SS,22.291,2018-10-28,NFL,ARI,,SFO,W 18-15,8,8,Sun,0.5,2,3,5,1,1
Derek Wolfe,DE,28.246,2018-10-28,NFL,DEN,@,KAN,L 23-30,8,8,Sun,0.0,3,0,3,0,0
Shamarko Thomas,S,27.247,2018-10-28,NFL,DEN,@,KAN,L 23-30,8,8,Sun,0.0,1,0,1,0,0
Dymonte Thomas,S,24.332,2018-10-28,NFL,DEN,@,KAN,L 23-30,8,8,Sun,1.0,1,1,2,1,1
Justin Simmons,FS,24.343,2018-10-28,NFL,DEN,@,KAN,L 23-30,8,8,Sun,0.0,4,1,5,0,0
