player,pos,age,game_date,league_id,team,game_location,opp,game_result,game_num,week_num,game_day_of_week,sacks,tackles_solo,tackles_assists,tackles_combined,tackles_loss,qb_hits
Marcell Dareus,NT,28.208,2018-10-07,NFL,JAX,@,KAN,L 14-30,5,5,Sun,0.0,2,0,2,0,0
Barry Church,SS,30.238,2018-10-07,NFL,JAX,@,KAN,L 14-30,5,5,Sun,0.0,2,1,3,0,1
Calais Campbell,DE,32.036,2018-10-07,NFL,JAX,@,KAN,L 14-30,5,5,Sun,0.0,3,2,5,1,0
Taven Bryan,DL,22.210,2018-10-07,NFL,JAX,@,KAN,L 14-30,5,5,Sun,0.0,1,1,2,0,0
A.J. Bouye,RCB,27.052,2018-10-07,NFL,JAX,@,KAN,L 14-30,5,5,Sun,0.0,4,1,5,0,0
Xavier Williams,DT,26.262,2018-10-07,NFL,KAN,,JAX,W 30-14,5,5,Sun,1.0,2,1,3,1,1
Damien Williams,RB,26.187,2018-10-07,NFL,KAN,,JAX,W 30-14,5,5,Sun,0.0,1,0,1,0,0
De'Anthony Thomas,WR,25.275,2018-10-07,NFL,KAN,,JAX,W 30-14,5,5,Sun,0.0,1,0,1,0,0
Breeland Speaks,LB,22.293,2018-10-07,NFL,KAN,,JAX,W 30-14,5,5,Sun,0.0,1,0,1,0,3
Terrance Smith,LB,25.157,2018-10-07,NFL,KAN,,JAX,W 30-14,5,5,Sun,1.0,4,1,5,1,1
Orlando Scandrick,CB,31.239,2018-10-07,NFL,KAN,,JAX,W 30-14,5,5,Sun,0.0,3,0,3,0,0
Reggie Ragland,RILB,25.013,2018-10-07,NFL,KAN,,JAX,W 30-14,5,5,Sun,0.0,1,1,2,0,0
Ron Parker,S,31.051,2018-10-07,NFL,KAN,,JAX,W 30-14,5,5,Sun,0.0,2,1,3,0,0
Derrick Nnadi,NT,22.151,2018-10-07,NFL,KAN,,JAX,W 30-14,5,5,Sun,0.0,3,0,3,0,0
Steven Nelson,RCB,25.258,2018-10-07,NFL,KAN,,JAX,W 30-14,5,5,Sun,0.0,2,1,3,0,0
Jordan Lucas,DB,25.066,2018-10-07,NFL,KAN,,JAX,W 30-14,5,5,Sun,0.0,5,2,7,0,0
Chris Jones,RDE,24.096,2018-10-07,NFL,KAN,,JAX,W 30-14,5,5,Sun,1.0,1,0,1,1,1
Anthony Hitchens,LILB,26.119,2018-10-07,NFL,KAN,,JAX,W 30-14,5,5,Sun,0.0,8,3,11,0,0
Kendall Fuller,LCB,23.236,2018-10-07,NFL,KAN,,JAX,W 30-14,5,5,Sun,0.0,6,1,7,0,0
Dee Ford,LOLB,27.202,2018-10-07,NFL,KAN,,JAX,W 30-14,5,5,Sun,1.0,4,1,5,0,4
Allen Bailey,LDE,29.196,2018-10-07,NFL,KAN,,JAX,W 30-14,5,5,Sun,1.0,2,0,2,0,2
Jonathan Woodard,DE,25.018,2018-10-07,NFL,MIA,@,CIN,L 17-27,5,5,Sun,0.0,1,0,1,0,0
Vincent Taylor,DT,24.275,2018-10-07,NFL,MIA,@,CIN,L 17-27,5,5,Sun,0.0,2,0,2,0,0
Robert Quinn,DE,28.142,2018-10-07,NFL,MIA,@,CIN,L 17-27,5,5,Sun,0.0,1,1,2,1,0
Torry McTyer,CB,23.180,2018-10-07,NFL,MIA,@,CIN,L 17-27,5,5,Sun,0.0,3,2,5,0,0
Raekwon McMillan,LB,22.324,2018-10-07,NFL,MIA,@,CIN,L 17-27,5,5,Sun,0.0,4,2,6,1,0
T.J. McDonald,S,27.254,2018-10-07,NFL,MIA,@,CIN,L 17-27,5,5,Sun,0.0,3,3,6,0,0
Reshad Jones,S,30.224,2018-10-07,NFL,MIA,@,CIN,L 17-27,5,5,Sun,0.0,7,1,8,1,0
Charles Harris,DE,23.215,2018-10-07,NFL,MIA,@,CIN,L 17-27,5,5,Sun,0.0,2,1,3,0,1
Davon Godchaux,DT,23.330,2018-10-07,NFL,MIA,@,CIN,L 17-27,5,5,Sun,0.0,1,1,2,0,0
Minkah Fitzpatrick,S,21.337,2018-10-07,NFL,MIA,@,CIN,L 17-27,5,5,Sun,0.0,4,1,5,1,0
Brandon Bolden,RB,28.254,2018-10-07,NFL,MIA,@,CIN,L 17-27,5,5,Sun,0.0,1,0,1,0,0
Jerome Baker,LB,21.286,2018-10-07,NFL,MIA,@,CIN,L 17-27,5,5,Sun,2.0,6,1,7,2,2
Kiko Alonso,LB,28.054,2018-10-07,NFL,MIA,@,CIN,L 17-27,5,5,Sun,0.0,4,0,4,0,0
Eric Wilson,LB,24.011,2018-10-07,NFL,MIN,@,PHI,W 23-21,5,5,Sun,0.0,2,0,2,0,0
Stephen Weatherly,RDE,24.202,2018-10-07,NFL,MIN,@,PHI,W 23-21,5,5,Sun,1.0,2,0,2,0,1
Harrison Smith,FS,29.247,2018-10-07,NFL,MIN,@,PHI,W 23-21,5,5,Sun,0.0,4,0,4,0,1
Andrew Sendejo,SS,31.028,2018-10-07,NFL,MIN,@,PHI,W 23-21,5,5,Sun,0.0,5,0,5,0,0
Xavier Rhodes,RCB,28.110,2018-10-07,NFL,MIN,@,PHI,W 23-21,5,5,Sun,0.0,3,0,3,0,0
Eric Kendricks,MLB,26.220,2018-10-07,NFL,MIN,@,PHI,W 23-21,5,5,Sun,0.0,4,2,6,0,0
Jayron Kearse,S,24.238,2018-10-07,NFL,MIN,@,PHI,W 23-21,5,5,Sun,0.0,2,0,2,0,0
Linval Joseph,NT,29.362,2018-10-07,NFL,MIN,@,PHI,W 23-21,5,5,Sun,1.0,4,1,5,1,1
George Iloka,S,28.190,2018-10-07,NFL,MIN,@,PHI,W 23-21,5,5,Sun,0.0,2,0,2,0,0
Danielle Hunter,LDE,23.343,2018-10-07,NFL,MIN,@,PHI,W 23-21,5,5,Sun,1.0,2,0,2,1,2
Mike Hughes,LCB,21.238,2018-10-07,NFL,MIN,@,PHI,W 23-21,5,5,Sun,0.0,5,0,5,1,0
Jalyn Holmes,DT,22.255,2018-10-07,NFL,MIN,@,PHI,W 23-21,5,5,Sun,0.0,1,0,1,0,0
Anthony Barr,SLB,26.203,2018-10-07,NFL,MIN,@,PHI,W 23-21,5,5,Sun,0.0,5,1,6,1,1
Mackensie Alexander,DB,24.329,2018-10-07,NFL,MIN,@,PHI,W 23-21,5,5,Sun,0.0,1,0,1,0,1
P.J. Williams,CB,25.129,2018-10-08,NFL,NOR,,WAS,W 43-19,5,5,Mon,0.0,1,1,2,0,0
Marcus Williams,FS,22.030,2018-10-08,NFL,NOR,,WAS,W 43-19,5,5,Mon,0.0,1,0,1,0,0
Taylor Stallworth,DT,23.051,2018-10-08,NFL,NOR,,WAS,W 43-19,5,5,Mon,0.0,1,0,1,1,0
Craig Robertson,LB,30.239,2018-10-08,NFL,NOR,,WAS,W 43-19,5,5,Mon,0.0,1,1,2,0,0
Sheldon Rankins,RDT,24.187,2018-10-08,NFL,NOR,,WAS,W 43-19,5,5,Mon,1.0,2,0,2,1,1
David Onyemata,LDT,25.329,2018-10-08,NFL,NOR,,WAS,W 43-19,5,5,Mon,0.0,3,0,3,0,0
A.J. Klein,SAM,27.070,2018-10-08,NFL,NOR,,WAS,W 43-19,5,5,Mon,0.0,3,3,6,0,0
Cameron Jordan,LDE,29.090,2018-10-08,NFL,NOR,,WAS,W 43-19,5,5,Mon,1.0,2,0,2,2,1
Justin Hardee,DB,24.243,2018-10-08,NFL,NOR,,WAS,W 43-19,5,5,Mon,0.0,4,0,4,1,0
Demario Davis,WILL,29.270,2018-10-08,NFL,NOR,,WAS,W 43-19,5,5,Mon,0.0,5,1,6,0,0
Marcus Davenport,DE,22.034,2018-10-08,NFL,NOR,,WAS,W 43-19,5,5,Mon,1.0,2,1,3,1,1
Ken Crawley,LCB,25.242,2018-10-08,NFL,NOR,,WAS,W 43-19,5,5,Mon,0.0,3,0,3,0,0
Kurt Coleman,SS,30.099,2018-10-08,NFL,NOR,,WAS,W 43-19,5,5,Mon,0.0,3,0,3,0,0
Vonn Bell,DB,23.300,2018-10-08,NFL,NOR,,WAS,W 43-19,5,5,Mon,0.0,7,1,8,1,0
Alex Anzalone,LB,24.016,2018-10-08,NFL,NOR,,WAS,W 43-19,5,5,Mon,0.0,1,0,1,0,0
Deatrich Wise,DL,24.070,2018-10-04,NFL,NWE,,IND,W 38-24,5,5,Thu,0.0,1,0,1,0,1
Kyle Van Noy,LB,27.192,2018-10-04,NFL,NWE,,IND,W 38-24,5,5,Thu,0.0,6,2,8,0,0
Matthew Slater,WR,33.025,2018-10-04,NFL,NWE,,IND,W 38-24,5,5,Thu,0.0,1,0,1,0,0
John Simon,LB,27.355,2018-10-04,NFL,NWE,,IND,W 38-24,5,5,Thu,0.0,1,0,1,0,0
Danny Shelton,DL,25.045,2018-10-04,NFL,NWE,,IND,W 38-24,5,5,Thu,0.0,2,0,2,0,1
Elandon Roberts,LB,24.165,2018-10-04,NFL,NWE,,IND,W 38-24,5,5,Thu,0.0,3,3,6,0,0
Jason McCourty,LCB,31.052,2018-10-04,NFL,NWE,,IND,W 38-24,5,5,Thu,0.0,3,3,6,0,0
Devin McCourty,S,31.052,2018-10-04,NFL,NWE,,IND,W 38-24,5,5,Thu,0.0,11,3,14,0,0
Jonathan Jones,DB,25.014,2018-10-04,NFL,NWE,,IND,W 38-24,5,5,Thu,0.0,5,0,5,0,0
Dont'a Hightower,LB,28.206,2018-10-04,NFL,NWE,,IND,W 38-24,5,5,Thu,0.0,2,3,5,0,1
Duron Harmon,DB,27.253,2018-10-04,NFL,NWE,,IND,W 38-24,5,5,Thu,0.0,1,1,2,0,0
Nicholas Grigsby,LB,26.094,2018-10-04,NFL,NWE,,IND,W 38-24,5,5,Thu,0.0,1,1,2,0,0
Stephon Gilmore,RCB,28.015,2018-10-04,NFL,NWE,,IND,W 38-24,5,5,Thu,0.0,1,0,1,0,0
Trey Flowers,DE,25.049,2018-10-04,NFL,NWE,,IND,W 38-24,5,5,Thu,0.5,1,3,4,0,1
Patrick Chung,S,31.046,2018-10-04,NFL,NWE,,IND,W 38-24,5,5,Thu,0.5,3,8,11,0,1
Adam Butler,DL,24.175,2018-10-04,NFL,NWE,,IND,W 38-24,5,5,Thu,0.0,1,0,1,1,0
Malcom Brown,DE,24.244,2018-10-04,NFL,NWE,,IND,W 38-24,5,5,Thu,0.0,1,0,1,0,0
Kerry Wynn,DL,27.237,2018-10-07,NFL,NYG,@,CAR,L 31-33,5,5,Sun,0.0,1,1,2,0,0
B.W. Webb,CB,28.157,2018-10-07,NFL,NYG,@,CAR,L 31-33,5,5,Sun,0.0,3,1,4,1,1
Dalvin Tomlinson,DL,24.221,2018-10-07,NFL,NYG,@,CAR,L 31-33,5,5,Sun,0.0,1,2,3,0,0
Curtis Riley,FS,26.081,2018-10-07,NFL,NYG,@,CAR,L 31-33,5,5,Sun,0.0,3,0,3,0,0
Alec Ogletree,SLB,27.012,2018-10-07,NFL,NYG,@,CAR,L 31-33,5,5,Sun,0.0,4,2,6,0,0
Josh Mauro,DE,27.232,2018-10-07,NFL,NYG,@,CAR,L 31-33,5,5,Sun,0.0,1,0,1,0,0
Kareem Martin,SAM,26.230,2018-10-07,NFL,NYG,@,CAR,L 31-33,5,5,Sun,0.0,1,1,2,0,0
Janoris Jenkins,RCB,29.343,2018-10-07,NFL,NYG,@,CAR,L 31-33,5,5,Sun,0.0,3,1,4,0,0
B.J. Hill,DL,23.170,2018-10-07,NFL,NYG,@,CAR,L 31-33,5,5,Sun,0.0,3,2,5,0,0
Damon Harrison,DL,29.312,2018-10-07,NFL,NYG,@,CAR,L 31-33,5,5,Sun,0.0,1,3,4,1,0
B.J. Goodson,ILB,25.161,2018-10-07,NFL,NYG,@,CAR,L 31-33,5,5,Sun,0.0,3,1,4,0,0
Mario Edwards,DL,24.171,2018-10-07,NFL,NYG,@,CAR,L 31-33,5,5,Sun,0.0,1,0,1,0,0
Jawill Davis,WR,23.184,2018-10-07,NFL,NYG,@,CAR,L 31-33,5,5,Sun,0.0,1,0,1,0,0
Landon Collins,SS,24.270,2018-10-07,NFL,NYG,@,CAR,L 31-33,5,5,Sun,0.0,4,4,8,0,1
Lorenzo Carter,LB,22.301,2018-10-07,NFL,NYG,@,CAR,L 31-33,5,5,Sun,0.0,1,1,2,1,0
Connor Barwin,WILL,31.357,2018-10-07,NFL,NYG,@,CAR,L 31-33,5,5,Sun,1.0,1,1,2,1,1
Ray-Ray Armstrong,LB,27.216,2018-10-07,NFL,NYG,@,CAR,L 31-33,5,5,Sun,0.0,1,3,4,1,0
Eli Apple,LCB,23.059,2018-10-07,NFL,NYG,@,CAR,L 31-33,5,5,Sun,0.0,5,0,5,0,0
Avery Williamson,ILB,26.212,2018-10-07,NFL,NYJ,,DEN,W 34-16,5,5,Sun,0.0,7,2,9,1,0
Leonard Williams,DL,24.109,2018-10-07,NFL,NYJ,,DEN,W 34-16,5,5,Sun,2.0,2,3,5,2,3
Buster Skrine,CB,29.164,2018-10-07,NFL,NYJ,,DEN,W 34-16,5,5,Sun,0.0,3,0,3,0,0
Darryl Roberts,DB,27.315,2018-10-07,NFL,NYJ,,DEN,W 34-16,5,5,Sun,0.0,5,1,6,1,0
Mike Pennel,DL,27.151,2018-10-07,NFL,NYJ,,DEN,W 34-16,5,5,Sun,0.0,1,0,1,0,0
Parry Nickerson,CB,23.361,2018-10-07,NFL,NYJ,,DEN,W 34-16,5,5,Sun,0.0,7,0,7,0,0
Steve McLendon,DL,32.277,2018-10-07,NFL,NYJ,,DEN,W 34-16,5,5,Sun,0.0,2,0,2,0,0
Marcus Maye,FS,25.212,2018-10-07,NFL,NYJ,,DEN,W 34-16,5,5,Sun,0.5,6,2,8,0,0
Frankie Luvu,LB,22.018,2018-10-07,NFL,NYJ,,DEN,W 34-16,5,5,Sun,0.0,2,0,2,0,2
Darron Lee,ILB,23.354,2018-10-07,NFL,NYJ,,DEN,W 34-16,5,5,Sun,0.0,4,1,5,0,0
Brandon Copeland,OLB,27.097,2018-10-07,NFL,NYJ,,DEN,W 34-16,5,5,Sun,0.0,1,0,1,1,1
Morris Claiborne,CB,28.242,2018-10-07,NFL,NYJ,,DEN,W 34-16,5,5,Sun,0.0,5,0,5,1,0
Trenton Cannon,RB,24.076,2018-10-07,NFL,NYJ,,DEN,W 34-16,5,5,Sun,0.0,1,0,1,0,0
Jeremiah Attaochu,LB,25.263,2018-10-07,NFL,NYJ,,DEN,W 34-16,5,5,Sun,1.0,1,0,1,0,1
Jamal Adams,SS,22.355,2018-10-07,NFL,NYJ,,DEN,W 34-16,5,5,Sun,0.0,5,1,6,1,0
Joshua Perkins,TE,25.063,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,0.0,1,0,1,0,0
Jalen Mills,CB,24.184,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,0.0,4,0,4,0,0
Avonte Maddox,S,22.190,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,0.0,4,0,4,0,0
Rick Lovato,LS,26.028,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,0.0,1,0,1,0,0
Chris Long,DE,33.193,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,0.0,2,0,2,0,1
Sidney Jones,CB,22.139,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,0.0,7,0,7,1,0
Malcolm Jenkins,S,30.291,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,0.0,5,1,6,0,0
Jordan Hicks,MLB,26.102,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,0.0,7,2,9,1,2
Treyvon Hester,DT,26.016,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,0.0,1,0,1,0,0
Kamu Grugier-Hill,OLB,24.144,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,0.0,1,0,1,0,0
Brandon Graham,DE,30.187,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,1.0,3,0,3,2,2
Ronald Darby,CB,24.278,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,0.0,4,0,4,0,0
Fletcher Cox,DT,27.298,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,0.0,1,0,1,0,4
Nigel Bradham,OLB,29.033,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,0.0,5,2,7,0,0
Michael Bennett,DE,32.328,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,0.0,1,0,1,0,2
T.J. Watt,LOLB,23.361,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,3.0,6,2,8,3,6
Stephon Tuitt,DE,25.137,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,0.0,1,1,2,0,0
Matthew Thomas,LB,23.078,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,0.0,1,0,1,0,0
Cameron Sutton,CB,23.222,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,0.0,5,0,5,0,0
Coty Sensabaugh,CB,29.326,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,0.0,2,0,2,0,0
Tyler Matakevich,RILB,25.289,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,0.0,4,2,6,0,0
Mike Hilton,CB,24.212,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,0.0,1,1,2,0,2
Cameron Heyward,DT,29.154,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,1.5,2,1,3,1,2
Joe Haden,LCB,29.176,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,0.0,5,0,5,0,0
L.J. Fort,LB,28.277,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,1.0,6,0,6,1,3
Terrell Edmunds,SS,21.260,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,0.0,5,2,7,0,0
Bud Dupree,ROLB,25.237,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,0.0,3,3,6,1,0
Sean Davis,FS,24.349,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,0.0,3,2,5,0,0
Anthony Chickillo,LB,25.301,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,0.0,1,2,3,1,0
Artie Burns,RCB,23.159,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,0.0,1,2,3,0,0
Jonathan Bostic,LILB,27.155,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,0.5,3,2,5,0,1
Brian Allen,DB,24.351,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,0.0,1,0,1,0,0
Bobby Wagner,LB,28.102,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,0.0,3,5,8,0,0
Neiko Thorpe,CB,28.238,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,0.0,2,0,2,0,0
Tedric Thompson,FS,23.260,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,0.0,6,2,8,0,0
Shamar Stephen,RDT,27.224,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,0.0,1,1,2,0,0
Jarran Reed,LDT,25.295,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,0.0,2,3,5,0,0
Barkevious Mingo,OLB,28.003,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,0.0,6,1,7,0,1
Bradley McDougald,SS,27.326,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,0.0,8,2,10,0,0
Jacob Martin,LB,22.300,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,0.0,1,0,1,0,0
Quinton Jefferson,LDE,25.190,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,0.0,1,0,1,1,1
Branden Jackson,DE,25.330,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,0.0,1,0,1,1,0
Shaquill Griffin,LCB,23.079,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,0.0,2,2,4,0,0
Poona Ford,DT,22.322,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,0.0,1,0,1,0,0
Tre Flowers,CB,23.127,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,0.0,4,1,5,0,0
Justin Coleman,CB,25.194,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,0.0,2,1,3,0,0
Frank Clark,RDE,25.115,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,0.0,2,0,2,1,0
Austin Calitro,LB,24.270,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,0.0,1,0,1,0,0
Jaron Brown,WR,28.272,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,0.0,1,1,2,0,0
Maurice Alexander,SS,27.233,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,0.0,2,1,3,0,0
Ahkello Witherspoon,RCB,23.200,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,0.0,3,0,3,0,0
K'Waun Williams,CB,27.087,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,0.0,1,1,2,0,0
Fred Warner,MIKE,21.322,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,0.0,3,0,3,0,0
Solomon Thomas,LDE,22.291,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,0.0,1,0,1,0,0
Jaquiski Tartt,SS,26.237,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,0.0,2,1,3,1,0
Malcolm Smith,SAM,29.094,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,0.0,2,2,4,0,0
Mark Nzeocha,LB,28.261,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,0.0,2,0,2,0,0
Earl Mitchell,LDT,31.012,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,0.0,2,1,3,0,1
Cassius Marsh,DL,26.092,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,1.0,3,1,4,1,1
Greg Mabin,DB,24.104,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,0.0,1,1,2,0,0
Reuben Foster,WILL,24.186,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,0.0,3,0,3,1,0
DeForest Buckner,RDT,24.204,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,0.0,3,1,4,1,2
Ronald Blair,DL,25.257,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,0.0,1,0,1,0,0
Arik Armstead,RDE,24.326,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,0.0,3,0,3,0,0
D.J. Swearinger,FS,27.037,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,0.0,4,1,5,0,0
Greg Stroman,CB,22.214,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,0.0,1,0,1,0,0
Preston Smith,SLB,25.325,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,0.0,2,2,4,0,0
Daron Payne,NT,21.134,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,1.0,3,1,4,1,2
Josh Norman,CB,30.297,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,0.0,3,0,3,0,0
Montae Nicholson,SS,22.308,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,0.0,2,1,3,0,0
Fabian Moreau,CB,24.182,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,0.0,3,2,5,0,0
Pernell McPhee,LB,29.295,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,0.0,1,0,1,1,0
Ryan Kerrigan,WLB,30.053,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,1.0,3,0,3,0,1
Danny Johnson,CB,22.325,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,0.0,1,0,1,0,0
Matthew Ioannidis,DE,24.270,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,0.0,1,2,3,0,0
Josh Harvey-Clemons,LB,24.230,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,0.0,1,0,1,0,0
Mason Foster,MLB,29.221,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,0.0,6,4,10,0,0
Deshazor Everett,S,26.228,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,0.0,1,0,1,0,0
Quinton Dunbar,CB,26.078,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,0.0,5,1,6,0,0
Zach Brown,MLB,28.350,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,0.0,4,2,6,0,0
Ryan Anderson,LB,24.057,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,0.0,1,2,3,0,0
Desmond Trufant,CB,28.034,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,0.0,3,0,3,0,0
Deadrin Senat,NT,24.084,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,0.0,1,1,2,0,1
Duke Riley,LB,24.066,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,0.0,3,1,4,0,0
Jordan Richards,S,25.266,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,0.0,2,3,5,0,0
Brooks Reed,DE,31.228,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,1.0,1,0,1,0,1
Brian Poole,CB,25.359,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,0.0,5,1,6,0,0
Foyesade Oluokun,LB,23.073,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,0.0,7,3,10,0,0
Terrell McClain,DT,30.086,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,0.0,2,1,3,0,0
Damontae Kazee,S,25.131,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,0.0,3,1,4,0,0
Kemal Ishmael,S,27.161,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,0.0,4,0,4,0,0
Russell Gage,WR,22.265,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,0.0,1,0,1,0,0
Jack Crawford,DT,30.037,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,1.0,1,1,2,1,2
Bruce Carter,LB,30.237,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,0.0,3,0,3,0,0
De'Vondre Campbell,LB,25.103,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,0.0,2,3,5,0,0
Justin Bethel,CB,28.119,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,0.0,2,1,3,0,0
Michael Bennett,DT,25.232,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,0.0,1,0,1,1,0
Robert Alford,CB,29.347,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,0.0,3,0,3,0,0
Eddie Yarbrough,DE,25.173,2018-10-14,NFL,BUF,@,HOU,L 13-20,6,6,Sun,0.0,2,1,3,1,0
Kyle Williams,LDT,35.126,2018-10-14,NFL,BUF,@,HOU,L 13-20,6,6,Sun,2.0,1,2,3,1,3
TreDavious White,CB,23.271,2018-10-14,NFL,BUF,@,HOU,L 13-20,6,6,Sun,0.0,2,0,2,1,0
Jordan Poyer,FS,27.172,2018-10-14,NFL,BUF,@,HOU,L 13-20,6,6,Sun,0.0,4,1,5,1,0
Lafayette Pitts,CB,26.020,2018-10-14,NFL,BUF,@,HOU,L 13-20,6,6,Sun,0.0,2,0,2,0,0
