player,pos,age,game_date,league_id,team,game_location,opp,game_result,game_num,week_num,game_day_of_week,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
Jermaine Kearse,WR,28.306,2018-12-09,NFL,NYJ,@,BUF,W 27-23,13,14,Sun,2,1,10,10.00,0,50.0%,5.00
Chris Herndon,TE,22.289,2018-12-09,NFL,NYJ,@,BUF,W 27-23,13,14,Sun,2,1,14,14.00,0,50.0%,7.00
Quincy Enunwa,WR,26.192,2018-12-09,NFL,NYJ,@,BUF,W 27-23,13,14,Sun,4,3,22,7.33,0,75.0%,5.50
Isaiah Crowell,RB,25.335,2018-12-09,NFL,NYJ,@,BUF,W 27-23,13,14,Sun,1,1,2,2.00,0,100.0%,2.00
Trenton Cannon,RB,24.139,2018-12-09,NFL,NYJ,@,BUF,W 27-23,13,14,Sun,1,1,4,4.00,0,100.0%,4.00
Robby Anderson,WR,25.214,2018-12-09,NFL,NYJ,@,BUF,W 27-23,13,14,Sun,7,4,76,19.00,1,57.1%,10.86
Golden Tate,WR,30.129,2018-12-09,NFL,PHI,@,DAL,L 23-29,13,14,Sun,3,1,7,7.00,0,33.3%,2.33
Darren Sproles,RB,35.172,2018-12-09,NFL,PHI,@,DAL,L 23-29,13,14,Sun,3,3,34,11.33,1,100.0%,11.33
Jordan Matthews,WR,26.146,2018-12-09,NFL,PHI,@,DAL,L 23-29,13,14,Sun,1,1,6,6.00,0,100.0%,6.00
Alshon Jeffery,WR,28.298,2018-12-09,NFL,PHI,@,DAL,L 23-29,13,14,Sun,9,6,50,8.33,1,66.7%,5.56
Dallas Goedert,TE,23.340,2018-12-09,NFL,PHI,@,DAL,L 23-29,13,14,Sun,5,4,44,11.00,1,80.0%,8.80
Zach Ertz,TE,28.029,2018-12-09,NFL,PHI,@,DAL,L 23-29,13,14,Sun,8,5,38,7.60,0,62.5%,4.75
Nelson Agholor,WR,25.199,2018-12-09,NFL,PHI,@,DAL,L 23-29,13,14,Sun,3,2,49,24.50,0,66.7%,16.33
James Washington,WR,22.251,2018-12-09,NFL,PIT,@,OAK,L 21-24,13,14,Sun,4,2,11,5.50,0,50.0%,2.75
Ryan Switzer,WR,24.035,2018-12-09,NFL,PIT,@,OAK,L 21-24,13,14,Sun,1,1,1,1.00,0,100.0%,1.00
JuJu Smith-Schuster,WR,22.017,2018-12-09,NFL,PIT,@,OAK,L 21-24,13,14,Sun,12,8,130,16.25,2,66.7%,10.83
Jaylen Samuels,RB,22.142,2018-12-09,NFL,PIT,@,OAK,L 21-24,13,14,Sun,7,7,64,9.14,0,100.0%,9.14
Vance McDonald,TE,28.179,2018-12-09,NFL,PIT,@,OAK,L 21-24,13,14,Sun,4,4,37,9.25,0,100.0%,9.25
Jesse James,TE,24.188,2018-12-09,NFL,PIT,@,OAK,L 21-24,13,14,Sun,2,2,28,14.00,0,100.0%,14.00
Antonio Brown,WR,30.152,2018-12-09,NFL,PIT,@,OAK,L 21-24,13,14,Sun,7,5,35,7.00,0,71.4%,5.00
Nick Vannett,TE,25.279,2018-12-10,NFL,SEA,,MIN,W 21-7,13,14,Mon,1,1,12,12.00,0,100.0%,12.00
Tyler Lockett,WR,26.073,2018-12-10,NFL,SEA,,MIN,W 21-7,13,14,Mon,6,5,42,8.40,0,83.3%,7.00
George Fant,T,26.144,2018-12-10,NFL,SEA,,MIN,W 21-7,13,14,Mon,1,1,9,9.00,0,100.0%,9.00
Ed Dickson,TE,31.138,2018-12-10,NFL,SEA,,MIN,W 21-7,13,14,Mon,1,1,4,4.00,0,100.0%,4.00
Mike Davis,RB,25.294,2018-12-10,NFL,SEA,,MIN,W 21-7,13,14,Mon,1,1,5,5.00,0,100.0%,5.00
Jaron Brown,WR,28.336,2018-12-10,NFL,SEA,,MIN,W 21-7,13,14,Mon,1,1,0,0.00,0,100.0%,0.00
Jeff Wilson,RB,23.023,2018-12-09,NFL,SFO,,DEN,W 20-14,13,14,Sun,2,1,6,6.00,0,50.0%,3.00
Trent Taylor,WR,24.223,2018-12-09,NFL,SFO,,DEN,W 20-14,13,14,Sun,2,1,6,6.00,0,50.0%,3.00
Joe Staley,LT,34.101,2018-12-09,NFL,SFO,,DEN,W 20-14,13,14,Sun,1,1,-5,-5.00,0,100.0%,-5.00
Dante Pettis,WR,23.047,2018-12-09,NFL,SFO,,DEN,W 20-14,13,14,Sun,7,3,49,16.33,1,42.9%,7.00
Alfred Morris,RB,29.362,2018-12-09,NFL,SFO,,DEN,W 20-14,13,14,Sun,1,1,3,3.00,0,100.0%,3.00
George Kittle,TE,25.061,2018-12-09,NFL,SFO,,DEN,W 20-14,13,14,Sun,9,7,210,30.00,1,77.8%,23.33
Kyle Juszczyk,FB,27.230,2018-12-09,NFL,SFO,,DEN,W 20-14,13,14,Sun,3,2,21,10.50,0,66.7%,7.00
Marquise Goodwin,WR,28.020,2018-12-09,NFL,SFO,,DEN,W 20-14,13,14,Sun,2,2,20,10.00,0,100.0%,10.00
Kendrick Bourne,WR,23.127,2018-12-09,NFL,SFO,,DEN,W 20-14,13,14,Sun,4,2,22,11.00,0,50.0%,5.50
Jesus Wilson,WR,23.318,2018-12-09,NFL,TAM,,NOR,L 14-28,13,14,Sun,1,1,8,8.00,0,100.0%,8.00
Jacquizz Rodgers,RB,28.306,2018-12-09,NFL,TAM,,NOR,L 14-28,13,14,Sun,5,4,38,9.50,0,80.0%,7.60
Adam Humphries,WR,25.168,2018-12-09,NFL,TAM,,NOR,L 14-28,13,14,Sun,8,4,42,10.50,0,50.0%,5.25
Chris Godwin,WR,22.285,2018-12-09,NFL,TAM,,NOR,L 14-28,13,14,Sun,10,1,13,13.00,0,10.0%,1.30
Mike Evans,WR,25.110,2018-12-09,NFL,TAM,,NOR,L 14-28,13,14,Sun,6,4,86,21.50,0,66.7%,14.33
Cameron Brate,TE,27.159,2018-12-09,NFL,TAM,,NOR,L 14-28,13,14,Sun,4,2,12,6.00,2,50.0%,3.00
Peyton Barber,RB,24.285,2018-12-09,NFL,TAM,,NOR,L 14-28,13,14,Sun,2,1,2,2.00,0,50.0%,1.00
Antony Auclair,TE,25.195,2018-12-09,NFL,TAM,,NOR,L 14-28,13,14,Sun,1,1,12,12.00,0,100.0%,12.00
Chris Thompson,RB,28.050,2018-12-09,NFL,WAS,,NYG,L 16-40,13,14,Sun,5,3,15,5.00,0,60.0%,3.00
Adrian Peterson,RB,33.263,2018-12-09,NFL,WAS,,NYG,L 16-40,13,14,Sun,1,1,3,3.00,0,100.0%,3.00
Byron Marshall,RB,24.299,2018-12-09,NFL,WAS,,NYG,L 16-40,13,14,Sun,3,3,13,4.33,0,100.0%,4.33
Josh Doctson,WR,26.006,2018-12-09,NFL,WAS,,NYG,L 16-40,13,14,Sun,5,4,84,21.00,0,80.0%,16.80
Vernon Davis,TE,34.312,2018-12-09,NFL,WAS,,NYG,L 16-40,13,14,Sun,4,4,31,7.75,0,100.0%,7.75
Jamison Crowder,WR,25.175,2018-12-09,NFL,WAS,,NYG,L 16-40,13,14,Sun,7,2,87,43.50,1,28.6%,12.43
Ito Smith,RB,23.096,2018-12-16,NFL,ATL,,ARI,W 40-14,14,15,Sun,3,2,5,2.50,0,66.7%,1.67
Mohamed Sanu,WR,29.116,2018-12-16,NFL,ATL,,ARI,W 40-14,14,15,Sun,6,3,30,10.00,0,50.0%,5.00
Calvin Ridley,WR,23.361,2018-12-16,NFL,ATL,,ARI,W 40-14,14,15,Sun,7,5,42,8.40,0,71.4%,6.00
Julio Jones,WR,29.311,2018-12-16,NFL,ATL,,ARI,W 40-14,14,15,Sun,8,6,82,13.67,1,75.0%,10.25
Justin Hardy,WR,26.363,2018-12-16,NFL,ATL,,ARI,W 40-14,14,15,Sun,3,3,29,9.67,1,100.0%,9.67
Marvin Hall,WR,25.250,2018-12-16,NFL,ATL,,ARI,W 40-14,14,15,Sun,3,1,10,10.00,0,33.3%,3.33
Russell Gage,WR,22.328,2018-12-16,NFL,ATL,,ARI,W 40-14,14,15,Sun,4,2,33,16.50,0,50.0%,8.25
Isaiah McKenzie,WR,23.251,2018-12-16,NFL,BUF,,DET,W 14-13,14,15,Sun,7,6,53,8.83,0,85.7%,7.57
Zay Jones,WR,23.261,2018-12-16,NFL,BUF,,DET,W 14-13,14,15,Sun,6,1,11,11.00,0,16.7%,1.83
Robert Foster,WR,24.223,2018-12-16,NFL,BUF,,DET,W 14-13,14,15,Sun,5,4,108,27.00,1,80.0%,21.60
Keith Ford,RB,24.242,2018-12-16,NFL,BUF,,DET,W 14-13,14,15,Sun,1,1,7,7.00,0,100.0%,7.00
Jason Croom,TE,24.291,2018-12-16,NFL,BUF,,DET,W 14-13,14,15,Sun,1,1,25,25.00,0,100.0%,25.00
Jarius Wright,WR,29.022,2018-12-17,NFL,CAR,,NOR,L 9-12,14,15,Mon,4,3,21,7.00,0,75.0%,5.25
Ian Thomas,TE,22.194,2018-12-17,NFL,CAR,,NOR,L 9-12,14,15,Mon,4,2,14,7.00,0,50.0%,3.50
Curtis Samuel,WR,22.128,2018-12-17,NFL,CAR,,NOR,L 9-12,14,15,Mon,4,1,17,17.00,0,25.0%,4.25
D.J. Moore,WR,21.247,2018-12-17,NFL,CAR,,NOR,L 9-12,14,15,Mon,3,2,12,6.00,0,66.7%,4.00
Christian McCaffrey,RB,22.193,2018-12-17,NFL,CAR,,NOR,L 9-12,14,15,Mon,11,8,67,8.38,0,72.7%,6.09
Chris Manhertz,TE,26.251,2018-12-17,NFL,CAR,,NOR,L 9-12,14,15,Mon,2,1,50,50.00,1,50.0%,25.00
Adam Shaheen,TE,24.053,2018-12-16,NFL,CHI,,GNB,W 24-17,14,15,Sun,2,2,39,19.50,0,100.0%,19.50
Allen Robinson,WR,25.114,2018-12-16,NFL,CHI,,GNB,W 24-17,14,15,Sun,7,3,54,18.00,0,42.9%,7.71
Taquan Mizzell,RB,25.056,2018-12-16,NFL,CHI,,GNB,W 24-17,14,15,Sun,1,1,9,9.00,0,100.0%,9.00
Jordan Howard,RB,24.044,2018-12-16,NFL,CHI,,GNB,W 24-17,14,15,Sun,1,1,15,15.00,0,100.0%,15.00
Taylor Gabriel,WR,27.302,2018-12-16,NFL,CHI,,GNB,W 24-17,14,15,Sun,3,3,33,11.00,0,100.0%,11.00
Tarik Cohen,WR,23.143,2018-12-16,NFL,CHI,,GNB,W 24-17,14,15,Sun,6,5,31,6.20,1,83.3%,5.17
Trey Burton,TE,27.048,2018-12-16,NFL,CHI,,GNB,W 24-17,14,15,Sun,7,4,36,9.00,1,57.1%,5.14
Josh Bellamy,WR,29.212,2018-12-16,NFL,CHI,,GNB,W 24-17,14,15,Sun,1,1,18,18.00,0,100.0%,18.00
C.J. Uzomah,TE,25.336,2018-12-16,NFL,CIN,,OAK,W 30-16,14,15,Sun,5,1,27,27.00,0,20.0%,5.40
John Ross,WR,24.019,2018-12-16,NFL,CIN,,OAK,W 30-16,14,15,Sun,5,1,6,6.00,0,20.0%,1.20
Joe Mixon,HB,22.145,2018-12-16,NFL,CIN,,OAK,W 30-16,14,15,Sun,4,2,1,0.50,0,50.0%,0.25
Alex Erickson,WR,26.040,2018-12-16,NFL,CIN,,OAK,W 30-16,14,15,Sun,5,3,23,7.67,0,60.0%,4.60
Cody Core,WR,24.243,2018-12-16,NFL,CIN,,OAK,W 30-16,14,15,Sun,4,1,10,10.00,0,25.0%,2.50
Tyler Boyd,WR,24.031,2018-12-16,NFL,CIN,,OAK,W 30-16,14,15,Sun,5,4,38,9.50,1,80.0%,7.60
Giovani Bernard,HB,27.024,2018-12-16,NFL,CIN,,OAK,W 30-16,14,15,Sun,2,2,25,12.50,0,100.0%,12.50
Breshad Perriman,WR,25.096,2018-12-15,NFL,CLE,@,DEN,W 17-16,14,15,Sat,2,1,31,31.00,1,50.0%,15.50
David Njoku,TE,22.158,2018-12-15,NFL,CLE,@,DEN,W 17-16,14,15,Sat,5,3,30,10.00,0,60.0%,6.00
Jarvis Landry,WR,26.017,2018-12-15,NFL,CLE,@,DEN,W 17-16,14,15,Sat,8,3,37,12.33,0,37.5%,4.63
Duke Johnson,RB,25.083,2018-12-15,NFL,CLE,@,DEN,W 17-16,14,15,Sat,5,4,25,6.25,0,80.0%,5.00
Rashard Higgins,WR,24.069,2018-12-15,NFL,CLE,@,DEN,W 17-16,14,15,Sat,3,2,30,15.00,0,66.7%,10.00
Antonio Callaway,WR,21.340,2018-12-15,NFL,CLE,@,DEN,W 17-16,14,15,Sat,7,5,35,7.00,1,71.4%,5.00
Dalton Schultz,TE,22.158,2018-12-16,NFL,DAL,@,IND,L 0-23,14,15,Sun,4,3,23,7.67,0,75.0%,5.75
Blake Jarwin,TE,24.153,2018-12-16,NFL,DAL,@,IND,L 0-23,14,15,Sun,7,4,45,11.25,0,57.1%,6.43
Allen Hurns,WR,27.034,2018-12-16,NFL,DAL,@,IND,L 0-23,14,15,Sun,2,1,9,9.00,0,50.0%,4.50
Ezekiel Elliott,RB,23.147,2018-12-16,NFL,DAL,@,IND,L 0-23,14,15,Sun,8,7,41,5.86,0,87.5%,5.13
Amari Cooper,WR,24.182,2018-12-16,NFL,DAL,@,IND,L 0-23,14,15,Sun,7,4,32,8.00,0,57.1%,4.57
Noah Brown,WR,22.344,2018-12-16,NFL,DAL,@,IND,L 0-23,14,15,Sun,2,1,14,14.00,0,50.0%,7.00
Cole Beasley,WR,29.234,2018-12-16,NFL,DAL,@,IND,L 0-23,14,15,Sun,7,4,42,10.50,0,57.1%,6.00
Courtland Sutton,WR,23.066,2018-12-15,NFL,DEN,,CLE,L 16-17,14,15,Sat,6,5,42,8.40,0,83.3%,7.00
Tim Patrick,WR,25.022,2018-12-15,NFL,DEN,,CLE,L 16-17,14,15,Sat,8,5,65,13.00,0,62.5%,8.13
Brian Parker,TE,26.199,2018-12-15,NFL,DEN,,CLE,L 16-17,14,15,Sat,2,2,18,9.00,0,100.0%,9.00
Phillip Lindsay,RB,24.144,2018-12-15,NFL,DEN,,CLE,L 16-17,14,15,Sat,6,4,20,5.00,0,66.7%,3.33
Matt LaCosse,TE,26.085,2018-12-15,NFL,DEN,,CLE,L 16-17,14,15,Sat,6,4,43,10.75,0,66.7%,7.17
Andre Holmes,WR,30.182,2018-12-15,NFL,DEN,,CLE,L 16-17,14,15,Sat,1,1,5,5.00,0,100.0%,5.00
DaeSean Hamilton,WR,23.280,2018-12-15,NFL,DEN,,CLE,L 16-17,14,15,Sat,12,7,46,6.57,0,58.3%,3.83
Royce Freeman,RB,22.294,2018-12-15,NFL,DEN,,CLE,L 16-17,14,15,Sat,1,1,1,1.00,0,100.0%,1.00
Devontae Booker,RB,26.202,2018-12-15,NFL,DEN,,CLE,L 16-17,14,15,Sat,3,2,17,8.50,0,66.7%,5.67
Zach Zenner,RB,27.094,2018-12-16,NFL,DET,@,BUF,L 13-14,14,15,Sun,4,3,0,0.00,0,75.0%,0.00
Levine Toilolo,TE,27.139,2018-12-16,NFL,DET,@,BUF,L 13-14,14,15,Sun,4,4,28,7.00,0,100.0%,7.00
Theo Riddick,WR,27.226,2018-12-16,NFL,DET,@,BUF,L 13-14,14,15,Sun,3,2,9,4.50,0,66.7%,3.00
Brandon Powell,WR,22.095,2018-12-16,NFL,DET,@,BUF,L 13-14,14,15,Sun,3,3,11,3.67,0,100.0%,3.67
T.J. Jones,WR,26.150,2018-12-16,NFL,DET,@,BUF,L 13-14,14,15,Sun,3,1,5,5.00,0,33.3%,1.67
Andy Jones,WR,24.171,2018-12-16,NFL,DET,@,BUF,L 13-14,14,15,Sun,2,2,9,4.50,1,100.0%,4.50
Kenny Golladay,WR,25.043,2018-12-16,NFL,DET,@,BUF,L 13-14,14,15,Sun,8,7,146,20.86,0,87.5%,18.25
Jamaal Williams,RB,23.257,2018-12-16,NFL,GNB,@,CHI,L 17-24,14,15,Sun,5,4,42,10.50,0,80.0%,8.40
Marquez Valdes-Scantling,WR,24.067,2018-12-16,NFL,GNB,@,CHI,L 17-24,14,15,Sun,2,1,12,12.00,0,50.0%,6.00
Equanimeous St. Brown,WR,22.077,2018-12-16,NFL,GNB,@,CHI,L 17-24,14,15,Sun,3,1,7,7.00,0,33.3%,2.33
Jake Kumerow,WR,26.302,2018-12-16,NFL,GNB,@,CHI,L 17-24,14,15,Sun,2,1,5,5.00,0,50.0%,2.50
Lance Kendricks,TE,30.320,2018-12-16,NFL,GNB,@,CHI,L 17-24,14,15,Sun,4,4,27,6.75,0,100.0%,6.75
Jimmy Graham,TE,32.022,2018-12-16,NFL,GNB,@,CHI,L 17-24,14,15,Sun,4,3,32,10.67,0,75.0%,8.00
Randall Cobb,WR,28.116,2018-12-16,NFL,GNB,@,CHI,L 17-24,14,15,Sun,7,3,30,10.00,0,42.9%,4.29
Davante Adams,WR,25.357,2018-12-16,NFL,GNB,@,CHI,L 17-24,14,15,Sun,13,8,119,14.88,0,61.5%,9.15
T.J. Yeldon,RB,25.075,2018-12-16,NFL,JAX,,WAS,L 13-16,14,15,Sun,2,1,5,5.00,0,50.0%,2.50
Dede Westbrook,WR,25.025,2018-12-16,NFL,JAX,,WAS,L 13-16,14,15,Sun,5,3,21,7.00,0,60.0%,4.20
James O'Shaughnessy,TE,26.336,2018-12-16,NFL,JAX,,WAS,L 13-16,14,15,Sun,1,1,7,7.00,0,100.0%,7.00
Leonard Fournette,RB,23.332,2018-12-16,NFL,JAX,,WAS,L 13-16,14,15,Sun,4,3,18,6.00,0,75.0%,4.50
Blake Bell,TE,27.131,2018-12-16,NFL,JAX,,WAS,L 13-16,14,15,Sun,1,1,6,6.00,0,100.0%,6.00
Darrel Williams,RB,23.242,2018-12-13,NFL,KAN,,LAC,L 28-29,14,15,Thu,2,2,19,9.50,1,100.0%,9.50
Damien Williams,RB,26.254,2018-12-13,NFL,KAN,,LAC,L 28-29,14,15,Thu,6,6,74,12.33,0,100.0%,12.33
Demarcus Robinson,WR,24.083,2018-12-13,NFL,KAN,,LAC,L 28-29,14,15,Thu,3,2,7,3.50,1,66.7%,2.33
Travis Kelce,TE,29.069,2018-12-13,NFL,KAN,,LAC,L 28-29,14,15,Thu,9,7,61,8.71,0,77.8%,6.78
Tyreek Hill,WR,24.287,2018-12-13,NFL,KAN,,LAC,L 28-29,14,15,Thu,7,4,46,11.50,0,57.1%,6.57
Chris Conley,WR,26.049,2018-12-13,NFL,KAN,,LAC,L 28-29,14,15,Thu,3,2,19,9.50,0,66.7%,6.33
Kelvin Benjamin,WR,27.311,2018-12-13,NFL,KAN,,LAC,L 28-29,14,15,Thu,2,1,17,17.00,0,50.0%,8.50
Kenny Stills,WR,26.238,2018-12-16,NFL,MIA,@,MIN,L 17-41,14,15,Sun,3,1,17,17.00,0,33.3%,5.67
Mike Gesicki,TE,23.074,2018-12-16,NFL,MIA,@,MIN,L 17-41,14,15,Sun,3,2,23,11.50,0,66.7%,7.67
Kenyan Drake,RB,24.324,2018-12-16,NFL,MIA,@,MIN,L 17-41,14,15,Sun,3,3,28,9.33,0,100.0%,9.33
Brice Butler,WR,28.321,2018-12-16,NFL,MIA,@,MIN,L 17-41,14,15,Sun,3,1,12,12.00,0,33.3%,4.00
Kalen Ballage,RB,22.359,2018-12-16,NFL,MIA,@,MIN,L 17-41,14,15,Sun,1,1,-2,-2.00,0,100.0%,-2.00
Danny Amendola,WR,33.044,2018-12-16,NFL,MIA,@,MIN,L 17-41,14,15,Sun,8,3,30,10.00,0,37.5%,3.75
Adam Thielen,WR,28.116,2018-12-16,NFL,MIN,,MIA,W 41-17,14,15,Sun,2,2,19,9.50,0,100.0%,9.50
Kyle Rudolph,TE,29.037,2018-12-16,NFL,MIN,,MIA,W 41-17,14,15,Sun,3,3,23,7.67,0,100.0%,7.67
Aldrick Robinson,WR,30.083,2018-12-16,NFL,MIN,,MIA,W 41-17,14,15,Sun,2,2,44,22.00,1,100.0%,22.00
Stefon Diggs,WR,25.017,2018-12-16,NFL,MIN,,MIA,W 41-17,14,15,Sun,7,4,49,12.25,1,57.1%,7.00
Dalvin Cook,HB,23.128,2018-12-16,NFL,MIN,,MIA,W 41-17,14,15,Sun,2,1,27,27.00,0,50.0%,13.50
Tyler Conklin,TE,23.139,2018-12-16,NFL,MIN,,MIA,W 41-17,14,15,Sun,3,2,53,26.50,0,66.7%,17.67
Ben Watson,TE,37.364,2018-12-17,NFL,NOR,@,CAR,W 12-9,14,15,Mon,2,1,28,28.00,0,50.0%,14.00
Michael Thomas,WR,25.289,2018-12-17,NFL,NOR,@,CAR,W 12-9,14,15,Mon,9,7,49,7.00,0,77.8%,5.44
Tre'Quan Smith,WR,22.344,2018-12-17,NFL,NOR,@,CAR,W 12-9,14,15,Mon,4,2,15,7.50,0,50.0%,3.75
Keith Kirkwood,WR,24.356,2018-12-17,NFL,NOR,@,CAR,W 12-9,14,15,Mon,2,2,40,20.00,0,100.0%,20.00
Alvin Kamara,RB,23.145,2018-12-17,NFL,NOR,@,CAR,W 12-9,14,15,Mon,9,7,36,5.14,0,77.8%,4.00
Mark Ingram,RB,28.361,2018-12-17,NFL,NOR,@,CAR,W 12-9,14,15,Mon,2,2,11,5.50,0,100.0%,5.50
Josh Hill,TE,28.210,2018-12-17,NFL,NOR,@,CAR,W 12-9,14,15,Mon,3,2,24,12.00,0,66.7%,8.00
James White,RB,26.316,2018-12-16,NFL,NWE,@,PIT,L 10-17,14,15,Sun,7,5,25,5.00,0,71.4%,3.57
Cordarrelle Patterson,WR,27.274,2018-12-16,NFL,NWE,@,PIT,L 10-17,14,15,Sun,3,3,20,6.67,0,100.0%,6.67
Chris Hogan,WR,31.053,2018-12-16,NFL,NWE,@,PIT,L 10-17,14,15,Sun,3,2,68,34.00,1,66.7%,22.67
Rob Gronkowski,TE,29.216,2018-12-16,NFL,NWE,@,PIT,L 10-17,14,15,Sun,5,2,21,10.50,0,40.0%,4.20
Josh Gordon,WR,27.247,2018-12-16,NFL,NWE,@,PIT,L 10-17,14,15,Sun,2,1,19,19.00,0,50.0%,9.50
Julian Edelman,WR,32.208,2018-12-16,NFL,NWE,@,PIT,L 10-17,14,15,Sun,11,7,90,12.86,0,63.6%,8.18
James Develin,RB,30.146,2018-12-16,NFL,NWE,@,PIT,L 10-17,14,15,Sun,2,2,18,9.00,0,100.0%,9.00
Rex Burkhead,RB,28.167,2018-12-16,NFL,NWE,@,PIT,L 10-17,14,15,Sun,3,3,18,6.00,0,100.0%,6.00
Eric Tomlinson,TE,26.237,2018-12-15,NFL,NYJ,,HOU,L 22-29,14,15,Sat,1,1,11,11.00,0,100.0%,11.00
Andre Roberts,WR,30.340,2018-12-15,NFL,NYJ,,HOU,L 22-29,14,15,Sat,4,3,16,5.33,1,75.0%,4.00
Elijah McGuire,RB,24.197,2018-12-15,NFL,NYJ,,HOU,L 22-29,14,15,Sat,4,3,29,9.67,0,75.0%,7.25
Rishard Matthews,WR,29.064,2018-12-15,NFL,NYJ,,HOU,L 22-29,14,15,Sat,1,1,7,7.00,0,100.0%,7.00
Jordan Leggett,TE,23.318,2018-12-15,NFL,NYJ,,HOU,L 22-29,14,15,Sat,1,1,8,8.00,0,100.0%,8.00
Jermaine Kearse,WR,28.312,2018-12-15,NFL,NYJ,,HOU,L 22-29,14,15,Sat,5,2,9,4.50,0,40.0%,1.80
Chris Herndon,TE,22.295,2018-12-15,NFL,NYJ,,HOU,L 22-29,14,15,Sat,4,3,53,17.67,0,75.0%,13.25
Trenton Cannon,RB,24.145,2018-12-15,NFL,NYJ,,HOU,L 22-29,14,15,Sat,4,3,24,8.00,0,75.0%,6.00
Robby Anderson,WR,25.220,2018-12-15,NFL,NYJ,,HOU,L 22-29,14,15,Sat,11,7,96,13.71,1,63.6%,8.73
Golden Tate,WR,30.136,2018-12-16,NFL,PHI,@,LAR,W 30-23,14,15,Sun,5,5,43,8.60,0,100.0%,8.60
Darren Sproles,RB,35.179,2018-12-16,NFL,PHI,@,LAR,W 30-23,14,15,Sun,4,3,16,5.33,0,75.0%,4.00
Wendell Smallwood,RB,24.321,2018-12-16,NFL,PHI,@,LAR,W 30-23,14,15,Sun,2,2,9,4.50,0,100.0%,4.50
Alshon Jeffery,WR,28.305,2018-12-16,NFL,PHI,@,LAR,W 30-23,14,15,Sun,8,8,160,20.00,0,100.0%,20.00
Dallas Goedert,TE,23.347,2018-12-16,NFL,PHI,@,LAR,W 30-23,14,15,Sun,2,2,12,6.00,0,100.0%,6.00
Zach Ertz,TE,28.036,2018-12-16,NFL,PHI,@,LAR,W 30-23,14,15,Sun,7,3,22,7.33,0,42.9%,3.14
Nelson Agholor,WR,25.206,2018-12-16,NFL,PHI,@,LAR,W 30-23,14,15,Sun,2,1,8,8.00,0,50.0%,4.00
James Washington,WR,22.258,2018-12-16,NFL,PIT,,NWE,W 17-10,14,15,Sun,4,3,65,21.67,0,75.0%,16.25
Ryan Switzer,WR,24.042,2018-12-16,NFL,PIT,,NWE,W 17-10,14,15,Sun,2,2,9,4.50,0,100.0%,4.50
JuJu Smith-Schuster,WR,22.024,2018-12-16,NFL,PIT,,NWE,W 17-10,14,15,Sun,10,4,40,10.00,0,40.0%,4.00
Jaylen Samuels,RB,22.149,2018-12-16,NFL,PIT,,NWE,W 17-10,14,15,Sun,2,2,30,15.00,0,100.0%,15.00
Eli Rogers,WR,25.358,2018-12-16,NFL,PIT,,NWE,W 17-10,14,15,Sun,4,4,20,5.00,0,100.0%,5.00
Vance McDonald,TE,28.186,2018-12-16,NFL,PIT,,NWE,W 17-10,14,15,Sun,3,2,13,6.50,1,66.7%,4.33
Jesse James,TE,24.195,2018-12-16,NFL,PIT,,NWE,W 17-10,14,15,Sun,1,1,9,9.00,0,100.0%,9.00
Antonio Brown,WR,30.159,2018-12-16,NFL,PIT,,NWE,W 17-10,14,15,Sun,7,4,49,12.25,1,57.1%,7.00
David Moore,TE,23.335,2018-12-16,NFL,SEA,@,SFO,L 23-26,14,15,Sun,3,1,9,9.00,0,33.3%,3.00
Tyler Lockett,WR,26.079,2018-12-16,NFL,SEA,@,SFO,L 23-26,14,15,Sun,2,2,45,22.50,0,100.0%,22.50
Ed Dickson,TE,31.144,2018-12-16,NFL,SEA,@,SFO,L 23-26,14,15,Sun,2,2,14,7.00,0,100.0%,7.00
Mike Davis,RB,25.300,2018-12-16,NFL,SEA,@,SFO,L 23-26,14,15,Sun,8,8,63,7.88,0,100.0%,7.88
Chris Carson,RB,24.091,2018-12-16,NFL,SEA,@,SFO,L 23-26,14,15,Sun,6,6,29,4.83,0,100.0%,4.83
Doug Baldwin,WR,30.086,2018-12-16,NFL,SEA,@,SFO,L 23-26,14,15,Sun,6,4,77,19.25,2,66.7%,12.83
Trent Taylor,WR,24.230,2018-12-16,NFL,SFO,,SEA,W 26-23,14,15,Sun,2,1,8,8.00,0,50.0%,4.00
Dante Pettis,WR,23.054,2018-12-16,NFL,SFO,,SEA,W 26-23,14,15,Sun,5,5,83,16.60,0,100.0%,16.60
George Kittle,TE,25.068,2018-12-16,NFL,SFO,,SEA,W 26-23,14,15,Sun,8,3,51,17.00,0,37.5%,6.38
Kyle Juszczyk,FB,27.237,2018-12-16,NFL,SFO,,SEA,W 26-23,14,15,Sun,1,1,3,3.00,0,100.0%,3.00
Marquise Goodwin,WR,28.027,2018-12-16,NFL,SFO,,SEA,W 26-23,14,15,Sun,1,1,7,7.00,0,100.0%,7.00
Garrett Celek,TE,30.201,2018-12-16,NFL,SFO,,SEA,W 26-23,14,15,Sun,2,2,61,30.50,1,100.0%,30.50
Matt Breida,RB,23.291,2018-12-16,NFL,SFO,,SEA,W 26-23,14,15,Sun,5,5,46,9.20,0,100.0%,9.20
Kendrick Bourne,WR,23.134,2018-12-16,NFL,SFO,,SEA,W 26-23,14,15,Sun,4,2,16,8.00,0,50.0%,4.00
